Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
Q96D71	RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens OX=9606 GN=REPS1 PE=1 SV=3	34.679	7	202.9	194	177.8	135.1	98.8	64.1	41	33.7	29.6	23.1	25.4	21.3	25.7	28.8	71.1	83.3	122.6	246.3	189	186.6
O15173	Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1	34.648	4	149.9	145.2	152.6	131.2	112.8	86	68.5	58.1	54.5	41.1	36.8	32.1	39.4	48.1	92.3	114.7	143.6	173.5	163.4	156.2
Q8IWT6	Volume-regulated anion channel subunit LRRC8A OS=Homo sapiens OX=9606 GN=LRRC8A PE=1 SV=1	34.642	6	180.2	171.4	185.6	154.1	116	90.9	50.4	27.5	14.4	9.5	9.2	11	17.3	29.1	87.8	121.5	149.7	206.4	199.6	168.3
P57088	Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2	34.632	5	192.5	162.7	228.1	164.2	113.3	88.7	30.1	13.2	5	2.3	4.2	5.7	11.4	26.7	87.1	113.8	165.4	194.8	205.7	185
Q8WVQ1	Soluble calcium-activated nucleotidase 1 OS=Homo sapiens OX=9606 GN=CANT1 PE=1 SV=1	34.615	5	179	171.5	177.4	154.8	130.7	88	51.2	24.6	14.3	8.5	5.7	6.6	15.6	40	99.7	132.1	156.5	188.3	178.8	176.7
Q14161	ARF GTPase-activating protein GIT2 OS=Homo sapiens OX=9606 GN=GIT2 PE=1 SV=2	34.564	5	221	204.1	214.3	133.7	90.7	55.2	32	21.6	18.7	8.7	3.3	7.6	15	22.7	50.5	68.5	124.1	213.7	244.3	250.5
Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1	34.557	7	262.6	233.5	201.8	133.2	76.6	40	20.4	13.8	10	8	7.5	8	10.4	15.4	44.3	80.2	132.6	224.2	233.3	244.1
P46976	Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4	34.494	6	144.9	143.2	168.7	130.3	91.4	98.8	67.6	64.3	54.3	36.5	36.2	30.4	76.1	67.9	116.8	105.3	114.6	171.5	158.7	122.6
O75880	Protein SCO1 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO1 PE=1 SV=1	34.459	4	225	199	198.1	139.8	94.5	55	33	23.8	18.4	13.4	9.4	13.3	22.2	34.2	66.2	86.4	137.5	206.8	208.1	215.8
Q9Y6M9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3	34.455	7	163.3	160.8	167.3	140.2	130.8	123.1	72.5	22.6	12.3	7	6	6.7	17.2	58.5	124.7	128.6	126.2	192.1	188.4	151.5
P40937	Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1	34.422	7	283.4	232.6	216.2	119.6	54.4	37.9	22.1	14.3	10.7	8.7	5.2	5.5	9	12.7	25.8	43.3	110.9	240.7	278.7	268.2
P14406	Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2 PE=1 SV=1	34.379	4	133.9	130.8	135.2	124.3	115.8	118.4	90.3	62.9	54.9	33.6	34.4	40.9	61.9	96.6	130.4	114.3	117.9	142.1	136.6	124.8
O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	34.379	6	199.7	184.3	225.4	163.9	104.9	56.1	29.5	16.9	10.9	8.4	6.2	8.7	14.1	21.6	56.4	93.6	154.1	217.8	214.4	213.2
O75688	Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1	34.349	5											15.3	23.4	34.5	54.5	145.3	274.7	320.7	378.2	377.3	376.1
Q9UIL1	Short coiled-coil protein OS=Homo sapiens OX=9606 GN=SCOC PE=1 SV=2	34.329	4	139.6	135.1	137.6	120.9	108.7	93.3	78.4	63.9	65.1	57.4	58.3	59.2	57	70.8	108.1	106.4	122	142.1	144.9	131.1
Q96CU9	FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2	34.307	6	218.9	203.2	196.7	150.3	107.8	58.2	29.4	15.9	10.9	8.9	15.6	14.3	21.2	28.6	72.9	108.4	144.6	203.3	197.7	193.5
Q96JB5	CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens OX=9606 GN=CDK5RAP3 PE=1 SV=2	34.306	6	245.3	229.2	220.1	157	66.9	33.5	19.4	12.6	9.1	7	5.8	6.2	11	13	32.8	58.2	154.1	243.4	247	228.5
Q9H5X1	Cytosolic iron-sulfur assembly component 2A OS=Homo sapiens OX=9606 GN=CIAO2A PE=1 SV=1	34.252	5	170.8	165.4	162.5	141.8	117	90.7	64.7	42.2	27.5	17.3	30.5	39	59.3	75.2	109	121.5	134	153.6	139.1	138.8
Q8NBN7	Retinol dehydrogenase 13 OS=Homo sapiens OX=9606 GN=RDH13 PE=1 SV=2	34.182	7	259	236.5	214.6	131.1	69.4	39	20.5	13	10.1	6.8	9.1	9.1	16	23.4	63.8	91.3	131.6	216.6	219.6	219.5
P50613	Cyclin-dependent kinase 7 OS=Homo sapiens OX=9606 GN=CDK7 PE=1 SV=1	34.173	6	206.5	189.4	188.9	161.8	123.2	84.1	25.3	10.3	6.4	4.1	4.5	5.3	8.2	22.6	90.7	130.3	165	194	194	185.3
Q9Y6N7	Roundabout homolog 1 OS=Homo sapiens OX=9606 GN=ROBO1 PE=1 SV=1	34.11	8	165.7	177.8	114.8	137.3	110.7	93.9	62.5	54	47.8	35.5	13.4	14.6	32.4	53.7	103.3	129.5	142.1	177.2	171.1	162.7
P13716	Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1	34.038	6	165	156.2	177.1	139.5	114.1	97.5	61.9	40.2	27.8	20.7	13.7	16.4	28.2	43.7	80.6	118.8	145.8	191.8	184.2	176.8
O43772	Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens OX=9606 GN=SLC25A20 PE=1 SV=1	34.038	6	199.7	175.2	213.9	161.5	106.1	83.2	29.4	16.9	8.9	5.2	3.5	6.6	15.7	34.9	88.9	124	169.4	183.3	193.1	180.4
Q9H9H4	Vacuolar protein sorting-associated protein 37B OS=Homo sapiens OX=9606 GN=VPS37B PE=1 SV=1	34.029	5	207.6	190.6	199.9	146.7	108.4	59.2	37.1	21.8	16.5	12.3	14.3	13.5	17.7	28.7	71.9	104.2	157.1	207.2	199.5	185.9
Q15061	WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3	33.999	7	107.6	106.4	108.2	119.8	185.4	221.1	95.5	31.7	13.8	10.6	8.5	11.5	25.9	72.4	217	189.1	132.2	123.7	117.5	102.3
Q9P015	39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1	33.987	7	210.5	216.2	248.1	148.8	81.8	47.3	21	12.8	8.2	5.3	8.1	9	12.3	17.9	43.2	90	113.3	278.9	275.8	151.5
Q15796	Mothers against decapentaplegic homolog 2 OS=Homo sapiens OX=9606 GN=SMAD2 PE=1 SV=1	33.954	5	209.7	203.4	214.2	167	98.6	50.6	25.4	14.1	9.5	7.5	5.2	5.7	10.3	16.2	43.7	80	153.8	225.5	231.7	228
Q8WVX9	Fatty acyl-CoA reductase 1 OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1	33.945	6	445.4	425.2	457.5	330.2	187.3	72.8	33.7	21.7	14.8	11.3										
Q8NFJ5	Retinoic acid-induced protein 3 OS=Homo sapiens OX=9606 GN=GPRC5A PE=1 SV=2	33.918	4	107.4	104.9	111.8	101.6	95.8	106.4	105.7	108.3	87.6	70.5	66.1	57.9	77.5	87.3	138.4	113.1	101.9	139.7	117.6	100.7
P17275	Transcription factor JunB OS=Homo sapiens OX=9606 GN=JUNB PE=1 SV=1	33.906	5	150.7	143.2	152.1	131.7	111.4	91.1	68	57	52.3	42.4	37.4	38.1	49.6	59.1	93.1	113.4	135.1	163.2	159.7	151.3
Q15648	Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4	33.901	7	197.7	189.1	214.2	162.8	121.1	75.6	12.9	18		8.6	27.8	26.3	32.2	38.5	83	119.1	150.7	186	180.7	155.6
Q96RN5	Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens OX=9606 GN=MED15 PE=1 SV=2	33.884	7	199.4	183.9	193.5	157.7	101.9	65.3	40.5	25.1	18.4	14.3	10.7	12.8	20.1	32.5	69.4	109.5	155.5	201.8	200.6	186.9
P11274	Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2	33.835	4	174.9	172.7	157.5	111.7	91.2	78.2	61.7	55.7	50.3	46.1	47.6	53.4	57.4	60.1	79.4	90.9	113.6	157.3	169.3	170.9
P19388	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4	33.821	7	193.2	193.6	200	150.9	104.3	65.3	40.2	25.3	15.4	11.8	8.6	11.8	21.1	33	64.3	96.7	135.5	221.3	220.9	186.7
Q9NZI7	Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1	33.818	4	292.3	262.8	216	108	62	28.1	15	6.9	4.7	4.2	3.9	5.7	8.3	13.5	36.7	56.3	102.7	230.5	268.1	274.4
Q9BSY4	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 OS=Homo sapiens OX=9606 GN=CHCHD5 PE=1 SV=1	33.806	5	139.7	135.4	143.7	131.9	112.9	97	72.2	60.1	58.4	48.7	55.7	49.3	56.1	67.7	101	114	129.7	149.9	136.5	140
P50225	Sulfotransferase 1A1 OS=Homo sapiens OX=9606 GN=SULT1A1 PE=1 SV=3	33.802	5	230.6	212.1	204	142.9	85.2	50.7	28.2	24	12.4	10	2.9	3.5	7.2	10.3	23.8	34	122.4	269.1	255.8	271
Q8NI27	THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2	33.73	7	211.3	189.2	164.9	132.7	89.1	65.7	48.8	39.2	34.6	24.5	31	38.2	48.5	55.1	90.8	110.1	128.9	170.4	170.3	156.7
Q9NRX4	14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=PHPT1 PE=1 SV=1	33.706	6	146.9	143.8	136.5	126	126.9	86.6	78.6	57.2	56.3	41.1	33.4	29.7	37.5	49.7	104.6	129.8	136.8	173.1	149.5	155.8
Q7Z2K6	Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens OX=9606 GN=ERMP1 PE=1 SV=2	33.673	6	188.3	166.1	192.4	151.9	107.2	83.6	44.3	32.8	19.1	14.4	34.8	29.3	43.6	52.6	109.2	120	140.8	169.3	156.8	143.6
Q9NYY8	FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1	33.672	6	229	213.9	216.2	162.6	90	35.5	21.1	13.4	9.9	8.2	9.2	9.7	13.5	17.6	32.8	82.6	164.9	230.7	224.3	214.7
Q96I59	Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=NARS2 PE=1 SV=3	33.671	6	262.4	231.3	243.4	120.8	57.6	35.4	20.9	13.1	8.5	6.5	4.6	7.6	20.9	36.7	47.4	62.5	112.9	236.4	242.8	228
Q9H501	ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1	33.651	6	177.4	173.4	188.2	157.6	121.7	82.5	40	24.8	20	14.3	1.9	4.6	10.2	19.8	69.1	115.3	151.9	214.3	212.7	200.2
Q5EBL8	PDZ domain-containing protein 11 OS=Homo sapiens OX=9606 GN=PDZD11 PE=1 SV=2	33.557	5	159.5	158.6	175.7	150.4	118.6	93.2	57.1	40.6	26.7	19.6	14.4	20.3	30.9	53.6	96.9	119.8	142.4	177.9	176	167.8
Q9H5Q4	Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TFB2M PE=1 SV=1	33.492	6	242.6	229.6	227.2	148.9	70.4	35.9	20.2	12.1	7.9	5.2	5.5	6.9	11.9	18.4	42.1	69	144.2	235.6	239.2	227.2
Q9H1Z4	WD repeat-containing protein 13 OS=Homo sapiens OX=9606 GN=WDR13 PE=1 SV=2	33.465	7	166.8	160.7	165.3	147.4	118.3	91.2	62.6	44.6	28.6	14.3	13.7	22.7	46.8	65.1	98.9	117.6	135.6	171.2	165.4	162.9
Q9HBL8	NmrA-like family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NMRAL1 PE=1 SV=1	33.434	7	252.7	224.3	215.1	112.4	65	48.6	30.1	25.6	17.3	8.8	5.3	5.6	8.2	13.2	29.1	44.3	110.8	242.3	261.3	279.8
Q9HCE5	N6-adenosine-methyltransferase non-catalytic subunit OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2	33.421	7	177.8	172.7	188.3	153.9	129.8	66.6	48.1	27.1	21	14.6	5.1	5.5	8.7	13.2	45.2	148.6	180.7	214.5	192.5	186.1
Q86TB9	Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	33.37	6	245.5	232.4	213.3	146.8	74.3	38.7	19.7	12	9.5	7.7	25.7	28.2	37.9	40.3	52.1	97.7	140.1	185.9	208.9	183.3
Q9UFN0	Protein NipSnap homolog 3A OS=Homo sapiens OX=9606 GN=NIPSNAP3A PE=1 SV=2	33.36	5	133.5	168.3	130.9	153.4	128.1	102.2	61.5	49.8	43	29.3	33.1	31.5	41.6	64.4	127	132.8	135.4	171.4	139.7	123.1
Q96T37	RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2	33.346	6	179.1	180.2	165.4	127.7	112.3	78	52.7	42	35.9	26.8	27.3	26.6	33.9	40.9	76.6	96.5	123.7	187.1	199.7	187.6
Q96S59	Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1	33.336	5	198.2	198.4	209.4	166.9	101.1	67.9	29.1	14.3	8.8	6	12.5	13.9	21.3	29.7	81.5	108.5	144.7	221.5	210.7	155.6
O95295	SNARE-associated protein Snapin OS=Homo sapiens OX=9606 GN=SNAPIN PE=1 SV=1	33.335	5	160.4	131.1	145.3	117.7	111.1	89.8	113.7	76.8	33.6	20.4	19.8	27	39.2	60.6	107.3	130.7	138.7	169.3	156.5	150.7
Q6VY07	Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=2	33.286	5	217.5	202.5	195.7	148.9	102.7	65	32.9	15.8	10.4	8.5	6.2	6.5	11.9	25.3	75.7	103.5	150.5	207.8	207.1	205.5
Q96G74	OTU domain-containing protein 5 OS=Homo sapiens OX=9606 GN=OTUD5 PE=1 SV=1	33.214	6	163.7	158.8	167	144.4	116.8	83.3	54.9	42.2	38	31.1	26.4	25.5	31	38.3	90.1	112.4	144	180.4	181.1	170.9
Q13642	Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4	33.2	5	121.1	116	127.6	114	104.5	95	87.5	81.7	83.4	69.2	73.3	69.3	80	85.6	109.8	108.7	109.5	138.8	112.2	112.9
Q9C0H2	Protein tweety homolog 3 OS=Homo sapiens OX=9606 GN=TTYH3 PE=1 SV=3	33.156	5	161.3	152.6	155.1	136.6	112.4	104	74.2	51.5	32.7	19.6	18.5	21.2	36	49.4	100.7	121.2	141.6	177.8	170.6	163
Q7Z4H8	Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2	33.061	6	198.8	185.6	196.8	171.4	113.3	60.2	32	21.6	11.6	8.7	6.6	7.3	12.5	26	77.6	124.7	173.8	191.3	188.8	191.4
P62249	40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2	33.053	8	188.5	201.3	217.9	153.8	87.9	66.8	33.3	21.6	16.4	12.4	9.9	10	13.5	23.2	74.9	76.2	114.6	252.6	259.6	165.6
Q9UKU7	Isobutyryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD8 PE=1 SV=1	33.008	5	179.1	171.9	187.4	156.4	125.2	72.9	38.3	28.8	20.8	19.1	7.2	9.9	18.2	27.7	89.2	134.6	162.1	191.3	185.8	174.1
Q9NWS0	PIH1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PIH1D1 PE=1 SV=1	32.998	5	191.9	203.8	210.5	164.7	96.2	56.6	31	19	15.9	10.3	10.1	9.5	15.4	24.8	61.7	95.2	167	221.5	206.9	187.8
O14880	Microsomal glutathione S-transferase 3 OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1	32.991	4	199	175	190.5	144	106.4	83.3	47.2	27.4	17.3	9.8	8.5	9	17.3	43.8	104.8	131.8	153.2	167	176.6	187.9
Q05932	Folylpolyglutamate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=FPGS PE=1 SV=3	32.955	5	364.2	267.1	166.4	74.6	42.1	25.3	23.9	18.2	11	7.1	5.6	7.8	10.3	13.5	27.2	39	60.5	183.8	307.9	344.4
P20962	Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2	32.913	4	118.5	113.4	121.5	108.9	104.2	91.9	92.2	82.8	91.7	74.9	97	89.4	87.7	86.2	97.8	103.6	103.6	115.2	109.3	110.1
Q9UIV1	CCR4-NOT transcription complex subunit 7 OS=Homo sapiens OX=9606 GN=CNOT7 PE=1 SV=3	32.893	5	225.9	213.3	223	161	91.3	40.9	21.2	12.2	6.7	4.5	7.7	9.9	16.3	24.4	48	90.6	152.6	225.8	224.5	200.2
Q7Z569	BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2	32.884	7	186	181.9	196.8	151	107	77.5	41.7	27.2	16.9	13.9	8.4	11.9	20.1	35.7	74	105	144.6	202.1	207	191.1
Q9UHQ9	NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1	32.884	6	279.4	217.7	203	120.2	85.3	57.7	16.5	14.2	6		8.2	9.9	13.8	25.7	72.4	95.5	124.9	189	223.6	236.9
P49916	DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2	32.872	7	613.2	542.1	407.3	156.2	99.7	63.3	40.9	31.3	26	20.1										
O95758	Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2	32.847	4											15.9	20.2	27.6	38.2	74.2	103.2	151.1	409	563.8	596.9
P51153	Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1	32.81	5	261.8	226.6	195.9	131.5	84.8	39.5	23.5	13.2	13	10.1	7.7	8.3	11.2	15.6	52.6	103.8	137.9	227.8	211.7	223.3
Q5SSJ5	Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1	32.792	4	185.1	181.2	188.2	150.5	95.8	61.5	44.4	33.7	33.3	26.2	40.3	44.7	56	68.4	95.2	115.6	131.9	156.1	151.2	140.5
Q9H1K1	Iron-sulfur cluster assembly enzyme ISCU OS=Homo sapiens OX=9606 GN=ISCU PE=1 SV=2	32.767	7	146.8	143.5	143	127	103	84.7	72.9	61.7	63.2	54.2	44.5	37.5	42.3	51.5	93	117.9	143.2	163	156.9	150.3
Q9BXR0	Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Homo sapiens OX=9606 GN=QTRT1 PE=1 SV=3	32.737	5	175.9	165.8	175.3	153.5	124.2	95.1	54	31.2	15.3	9.8	5.2	9.7	26	55.3	115.6	135.2	140.1	176.6	177.8	158.5
Q9P1Z2	Calcium-binding and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CALCOCO1 PE=1 SV=2	32.716	6	174.8	173.5	182	141.1	107.7	78.4	54.7	36.2	28	23.6	18.4	20.9	29.4	44.9	85.3	108.2	146.5	188.5	180.8	176.9
Q9H3H3	UPF0696 protein C11orf68 OS=Homo sapiens OX=9606 GN=C11orf68 PE=1 SV=3	32.697	5	195.4	188.9	197.2	179.5	128.9	63.1	20.9	12.2	8.7	5.2	4.3	4.8	8.9	13.4	66.6	129.4	178.1	207.2	196.6	190.7
Q9BXF6	Rab11 family-interacting protein 5 OS=Homo sapiens OX=9606 GN=RAB11FIP5 PE=1 SV=1	32.695	4	260.4	233.2	228.7	130.3	61.5	35.4	23.6	14.8	6.6	5.6	19.9	18.6	29.6	39.5	81.1	103.7	142.9	188.5	189.5	186.7
Q15043	Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3	32.675	3	135	132.4	138.9	122.2	105.9	104.1	83.9	70.7	60	46.9	43.6	40.2	56	65.7	115.4	114.8	123.3	160.6	150.7	129.8
Q9BYG3	MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1	32.665	5	217.1	209	212.7	133.5	82.5	50.2	37	27.2	17.8	13	17.1	23.1	38	51.3	65.7	80.8	122.1	201.7	207.4	192.8
Q9C0D5	Protein TANC1 OS=Homo sapiens OX=9606 GN=TANC1 PE=1 SV=3	32.649	4	223.5	204.8	213.4	138.4	74	50.3	31.5	26.4	21.2	16.6	19.8	20	28.8	39.7	64.5	87.5	139.1	208.4	201.1	191.1
Q5ZPR3	CD276 antigen OS=Homo sapiens OX=9606 GN=CD276 PE=1 SV=1	32.595	3	182.7	159.5	169.5	135.6	136.7	96.6	43.9	36.1	24.1	15.2	12.2	15.6	28.9	45.1	84.4	121.3	154.5	167	188.6	182.4
Q13371	Phosducin-like protein OS=Homo sapiens OX=9606 GN=PDCL PE=1 SV=3	32.579	5	175.9	180.1	186.7	157	114.7	78.1	41.5	29.1	21.8	15.1	14.1	17	25.8	33.3	83.1	126.3	147.9	197.7	196.5	158.3
Q49A26	Cytokine-like nuclear factor N-PAC OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4	32.538	7	212.3	201.3	196	159.3	115	58.1	26.2	14.7	10	7.1	6.8	8.7	15.2	28.6	77.4	114.2	163.3	203.4	196.7	185.5
Q96T58	Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1	32.49	7	162.7	164.3	152.9	122.6	102	79.7	68	54.3	55.6	37.9	33.5	37.3	46.2	53.8	75	90	120.6	182.6	184.2	176.6
O95834	Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens OX=9606 GN=EML2 PE=1 SV=1	32.481	6	195.2	181.1	191.4	163.8	128.3	82.8	23.4	15	10.9	8.2	10.9	13	15.4	26.1	75.3	124.7	159.9	199.6	190.1	184.9
P52655	Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1	32.435	3	144.4	161.4	147.6	124.2	107.9	98.4	66.5	54.1	50.2	45.4	29.2	28.7	36.4	52.4	99.3	112.6	139.8	177.3	168.7	155.9
Q9P0K7	Ankycorbin OS=Homo sapiens OX=9606 GN=RAI14 PE=1 SV=2	32.427	6	207.9	194.5	216.4	134.3	92.4	61.4	38.1	25.1	18.5	11.4	13.1	16	18.3	23.5	61.9	78.3	115.9	220.9	228.6	223.7
Q9H425	Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1	32.402	6	148.4	143.1	144.3	126.1	107.3	88.5	68.4	60.1	62.5	51.3	50.8	42.6	47.7	53.2	97.7	111.3	132.7	159.7	154	150.2
Q96B01	RAD51-associated protein 1 OS=Homo sapiens OX=9606 GN=RAD51AP1 PE=1 SV=1	32.4	6	137.3	138.4	138.3	126.7	109.1	91.6	71.9	64.2	66	56.5	66.5	54.3	59.6	65.8	101.2	115.8	125.7	144.9	132.5	133.8
O14672	Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1	32.392	6	183.8	175.4	188.2	160	126.3	84.9	35.8	22	14.6	9	10.4	11.1	18.5	31	87.7	129.7	159.5	195.2	183.4	173.4
Q14790	Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1	32.381	7	186.4	175.4	201.8	153.8	108.4	77.3	43.5	24.2	18	11.2	5.6	7.8	13.4	22.8	56.3	98.6	153.6	210.3	217.1	214.6
P57076	Cilia- and flagella-associated protein 298 OS=Homo sapiens OX=9606 GN=CFAP298 PE=1 SV=1	32.376	5	260.5	242.4	244.7	142.4	53	24	12.8	8.2	6.9	5.2	7.3	6.3	9	14	25.6	43.1	131	242.7	260.2	260.9
Q9BT73	Proteasome assembly chaperone 3 OS=Homo sapiens OX=9606 GN=PSMG3 PE=1 SV=1	32.357	4	203.3	165.7	195.1	143.5	114.9	74.6	43.1	27.4	19.9	12.6	10.8	11.3	20.4	32.7	85	115.5	164	176.5	197.4	186.4
Q9Y512	Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3	32.329	6	150.8	143.5	150.4	129.1	118.2	101.9	71.2	57.7	45.5	31.6	14.2	17.6	33.8	52.4	123.7	137.1	131	192.1	161.6	136.5
P62837	Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1	32.318	3	211.3	163.4	252.2	163.1	109	61.9	22.5	10.2	4.5	1.9	6.9	8.4	12.8	23.4	69.5	104	172.1	179.2	211	212.7
Q9Y3B4	Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	32.295	4	186.7	179.6	203.3	182.7	140.1	56.5	26.8	12.7	7	4.6	5.2	6.8	13.5	25.1	70.2	146.1	167.7	210	189	166.2
Q9NX18	Succinate dehydrogenase assembly factor 2, mitochondrial OS=Homo sapiens OX=9606 GN=SDHAF2 PE=1 SV=1	32.276	4	146.1	151.7	151	146.3	131.4	107.8	67.5	40.3	33.9	24	26.8	25.1	34.7	59.9	136.1	139.4	140.6	159	139.1	139.4
Q9UBD5	Origin recognition complex subunit 3 OS=Homo sapiens OX=9606 GN=ORC3 PE=1 SV=1	32.265	5	274.8	250.2	221.2	104.6	56.5	41.1	25.9	12.2	8.2	5.3	5.2	7	10.5	15.3	35.3	54.5	100.6	216.5	278.4	276.6
Q13610	Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1	32.234	4	222.7	205.4	196.5	132.3	85.5	57.1	44.4	30.3	16.8	9	12.5	14	26.1	36.3	63.5	92.4	135.1	201.4	212.1	206.6
P48200	Iron-responsive element-binding protein 2 OS=Homo sapiens OX=9606 GN=IREB2 PE=1 SV=4	32.205	6	232.5	223.2	236.4	174.2	63.9	33.3	16.6	9.4	6.3	4.2	7.1	11.3	16.8	25.2	46.3	72.1	161.5	229.7	219.3	210.6
Q99541	Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2	32.162	5											58.1	53.8	59.1	80.2	169.6	243.3	314.5	334.5	350	336.9
