Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
Q9BW27	Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1	26.718	6	168.8	176.3	167.7	144.6	133.9	139.3	40.8	14	8.3	6.2	9.8	7.9	12.6	35.6	124.7	119.8	151.5	161.8	183.3	193.1
Q9NNX1	Tuftelin OS=Homo sapiens OX=9606 GN=TUFT1 PE=1 SV=1	26.68	6	168.6	159	155.4	132.7	94.3	78.6	60.5	51.9	50.4	48.6	66	61.5	42.2	69.7	86.5	98.7	111.6	142.6	151.8	169.4
Q9BUH6	Protein PAXX OS=Homo sapiens OX=9606 GN=PAXX PE=1 SV=2	26.679	5	144.9	140.4	147.1	136.2	119	100.2	72.8	60	48.5	30.9	29.4	42.5	37.2	65	106.2	122.9	138.3	156.9	146.9	154.8
Q96TC7	Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2	26.651	5	149.7	184.2	164.1	148.7	136.8	85.4	35.5	37.6	23.7	34.5	11.8	13.8	12.9	29.2	53.5	111.2	158.3	194.1	199.3	215.9
O00468	Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6	26.629	5	186.6	191.8	201.5	158.2	116.2	69.6	33.6	20	13	9.4	8.9	9.4	8.5	33.7	87.7	98.7	160.1	190.4	190.2	212.5
P82970	High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1	26.58	2	122.4	120.8	128.6	127.3	113.9	102.6	73.6	72.7	71.8	66.2	68.7	52.7	27.7	66.1	114.9	120	137.3	138.1	136.6	137.8
Q9HCN4	GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1	26.566	4	142.9	144.3	142.7	144.8	134.1	111.2	70.7	44.9	37.5	26.9	8.8	14.7	17.6	43.6	107.5	128.4	154.6	168.2	170.4	186.2
Q9HBH1	Peptide deformylase, mitochondrial OS=Homo sapiens OX=9606 GN=PDF PE=1 SV=1	26.544	4	161.6	157.3	163.9	150.2	123.3	104.2	62.9	41	22.9	12.7	10.5	18.5	21.2	49.3	94.9	125.3	154.7	173	168.8	183.8
Q9NYY8	FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1	26.528	5	212.2	197.1	201	176.3	106.5	44.7	24.8	16	11.7	9.5	4.9	4.8	7.9	12.6	29.4	79.5	174.8	203.3	233	249.8
Q9Y6H1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CHCHD2 PE=1 SV=1	26.526	3	137.6	135.1	139.7	131.2	111.8	104.8	62.6	64.6	59.4	53.1	65.4	53.5	48.9	64.8	115.1	119.5	131.8	123.8	140.8	136.4
Q86SF2	N-acetylgalactosaminyltransferase 7 OS=Homo sapiens OX=9606 GN=GALNT7 PE=1 SV=1	26.497	6											12.3	15	19	32.6	128.9	260.1	349.4	409.8	383.5	389.3
P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens OX=9606 GN=GNG5 PE=1 SV=3	26.457	3	155.5	168.9	173.7	168.6	146.9	94.6	36.9	27.1	14.7	13.1	10	10.7	11.5	28.5	96	120.5	181.5	165.4	190	185.9
Q96GQ7	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2	26.409	5	176.4	182.5	185.3	168.1	110	56.8	39.9	33.3	26.7	20.9	7.2	7.6	9.5	17.7	40.8	105.6	181.6	206.9	208.2	214.9
Q15651	High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=HMGN3 PE=1 SV=2	26.401	4	93.9	89.3	95	92.5	91.3	98.5	106.6	109.7	109.1	114.1	137.8	120	72.8	121	102.8	105.6	71.8	95.6	80.8	91.8
Q9BQ69	ADP-ribose glycohydrolase MACROD1 OS=Homo sapiens OX=9606 GN=MACROD1 PE=1 SV=2	26.366	4	267.2	254.7	229.9	107.9	54.9	34.7	21.3	13.4	10.3	5.7	3.2	5.6	8	19.3	36.7	44.3	111.7	220.4	264.3	286.5
Q9Y3A6	Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1	26.351	5	186.7	187.4	185.2	168.5	144.8	82.2	20.6	11.1	7.5	6.1	3.6	3.9	5.2	21.8	92.3	124.5	172.7	170.3	195.4	210.5
O14662	Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16 PE=1 SV=3	26.332	4											27.2	32.8	27.6	51.8	110.7	139.7	334	417	415.2	443.9
Q8WU79	Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1	26.33	4	183.9	184.5	197.1	171.6	122.1	69.1	29.2	19.3	14.3	8.9	9.8	12.5	15.3	29.2	69.2	103.8	161.5	188.4	199.3	211.1
P61962	DDB1- and CUL4-associated factor 7 OS=Homo sapiens OX=9606 GN=DCAF7 PE=1 SV=1	26.293	4	193.5	186.5	182.2	157.6	126.4	75.6	34.1	21.2	14	8.9	7.2	10.3	12	27.3	81.3	101.2	156.6	192.4	197.4	214.2
Q9BVC3	Sister chromatid cohesion protein DCC1 OS=Homo sapiens OX=9606 GN=DSCC1 PE=1 SV=2	26.269	5											14	16.2	26	53.6	99.3	129.7	255.7	408.2	471.7	525.7
Q6PID6	Tetratricopeptide repeat protein 33 OS=Homo sapiens OX=9606 GN=TTC33 PE=1 SV=2	26.248	5	184.3	186.8	191.1	178.4	121.1	67.9	41.2	13.6	9.8	5.6	9.7	8.3	11.1	24.3	63.7	113.9	156.5	205.9	199.7	206.8
Q7Z6K5	Arpin OS=Homo sapiens OX=9606 GN=ARPIN PE=1 SV=1	26.241	5	152.8	150.2	158.2	144.5	122.5	92.2	60.2	49.1	37.3	33.1	31.3	31.7	38.4	59.4	91	117	148.1	166.5	150.1	166.6
Q8TD30	Alanine aminotransferase 2 OS=Homo sapiens OX=9606 GN=GPT2 PE=1 SV=1	26.224	5	185.1	185.2	190	159.3	113.8	79.5	39.8	25	13.9	8.4	12.3	11.5	17.1	31.1	95.1	118.5	148.8	174.9	197.5	193.2
Q9P270	SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=2	26.221	5	144.5	141.8	127.4	121.5	94.2	92.3	77.7	73.6	66.6	60.5	59.5	54	47.1	71.6	93.2	105.7	124.8	154.3	141	148.8
P09496	Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1	26.211	7	64.5	70.7	80.9	90.2	109.2	140.7	107.4	120	109.5	106.9	107	90.7	67.7	108.7	141.9	121.3	102.5	89.8	86.3	84.1
Q9H425	Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1	26.205	6	134	133.2	131.2	128.2	105.1	95.5	73.1	69.6	66.9	63.1	70.7	56.6	19.7	69.5	104.5	111.7	129	143.1	146.1	149.1
Q9BV79	Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Homo sapiens OX=9606 GN=MECR PE=1 SV=2	26.137	4	228.3	194.3	226.1	178.7	86.9	49.6	22	6.7		7.3	8.6	9.6	8.3	18.9	83.4	136.3	166.9	194.5	180	193.5
Q53GQ0	Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2	26.131	5	209.2	180.2	190.3	142.2	114.9	68.2	41.6	22.8	18.4	12.2	5.5	5.5	5.6	14	41.8	82.2	152.5	200.1	243.3	249.5
Q9H000	E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens OX=9606 GN=MKRN2 PE=1 SV=2	26.109	5	259.3	231.9	186.7	122.9	81.7	49.8	26.3	18.3	12.9	10	9.2	9.8	8.5	21.7	48.2	70	104.2	184.3	249.1	294.9
Q9Y619	Mitochondrial ornithine transporter 1 OS=Homo sapiens OX=9606 GN=SLC25A15 PE=1 SV=1	26.072	3	176.4	177.9	188.3	153.5	119	83.6	39.4	29	21.4	11.5	14.8	19.2	14.3	13.8	120.2	107.4	170.9	126.1	218.2	195.1
Q9BY77	Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2	26.069	5	176.3	167.9	155.2	142.8	106.6	79.7	55.8	48.9	37.8	29	22.1	24.3	24.1	46.1	86.4	107.1	147.4	172.8	181.8	188.1
Q96G46	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens OX=9606 GN=DUS3L PE=1 SV=2	26.023	4	210.1	200.9	194.9	154.5	118.5	60.3	25.7	17.1	8.9	9.1	9.2	11.3	13.6	28.3	73.6	99.1	142.9	198.9	198.3	224.7
Q8TB61	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2 PE=1 SV=1	26.002	5	151	156.6	164.8	150.2	130.5	110.7	63.2	39.6	21.6	11.7	8.5	13.2	20.6	56.6	113.8	123	157.2	158.5	173.3	175.3
Q9H1A4	Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1	25.905	4	189.3	172.2	175	155.9	138.5	78.7	30.5	25.4	21.1	13.4	8.8	10.3	13.3	28	65.9	112.3	168.7	183.1	199.9	209.6
O96006	E3 SUMO-protein ligase ZBED1 OS=Homo sapiens OX=9606 GN=ZBED1 PE=1 SV=1	25.891	5	212.7	203	205.1	161	98.2	54.9	23.6	17.8	13	10.9	3.5	5.1	7.2	18.1	53	91.4	147.5	217.5	225.2	231.4
Q9P2K3	REST corepressor 3 OS=Homo sapiens OX=9606 GN=RCOR3 PE=1 SV=2	25.885	2	211	208	210.2	144.4	90.6	54.2	26.2	21.2	18	16.1	8.9	8.7	13.7	22.5	54.1	96.8	162.1	201.2	207.1	225
Q9H0U3	Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1	25.883	5	166.9	177.9	179.4	170.8	126.5	84.8	39.2	24.1	16.9	13.6	4.2	4.6	7.9	28.4	92.4	112.1	192.8	167.7	189.3	200.4
O15440	ATP-binding cassette sub-family C member 5 OS=Homo sapiens OX=9606 GN=ABCC5 PE=1 SV=2	25.862	5	360.2	373.8	368.4	341.9	260.3	123	63	48.1	36.5	24.8										
Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2	25.714	5	186.7	193.9	199.3	156.4	104.5	64.2	35	26.8	18.5	14.6	7.1	10	11.7	28.6	71.1	99.3	155.7	194.5	205.6	216.3
Q9H501	ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1	25.703	5	184.8	177.8	187	161.2	118.9	78.6	38.8	24	17.9	11.1	25.7	31.6	31.7	55.5	95.7	117.4	137.9	162.8	163.2	178.5
Q16270	Insulin-like growth factor-binding protein 7 OS=Homo sapiens OX=9606 GN=IGFBP7 PE=1 SV=1	25.7	5	131.6	128.4	133.4	124.6	120.5	100.6	86	70.4	58	46.5	43.2	45.9	52.8	79.4	111.6	118.9	134.8	135.6	136.9	140.9
Q969X6	U3 small nucleolar RNA-associated protein 4 homolog OS=Homo sapiens OX=9606 GN=UTP4 PE=1 SV=1	25.678	4	186.1	173.1	164.4	123	149.6	137.7	32.9	18.7	7.9	6.6	6.6	8.5	9.6	22.9	109.7	146.3	146.7	165.9	186.7	197
Q8IWD4	Coiled-coil domain-containing protein 117 OS=Homo sapiens OX=9606 GN=CCDC117 PE=1 SV=1	25.648	5	166.7	164.7	166.2	156.8	101.3	53.1	40.5	39	49.5	62.2	63.9	41.7	21.6	43.2	63.3	95.3	153.6	173.2	169.1	175
Q3SXM5	Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=3	25.635	5	152.3	151.9	159.2	147.6	125.4	105.6	60.6	46.7	27.4	23.2	5	7.2	12.9	37.6	98.8	128.8	166.6	173.3	181.3	188.7
Q9ULD0	2-oxoglutarate dehydrogenase-like, mitochondrial OS=Homo sapiens OX=9606 GN=OGDHL PE=1 SV=3	25.622	1											14.3	15.2	6.7	27.1	70.9	199.8	344.8	425	446.8	449.5
P42773	Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens OX=9606 GN=CDKN2C PE=1 SV=1	25.6	5	170.4	159.1	155.4	150.7	128.6	88.2	53.8	38.6	33.7	21.4	38.5	48.7	49.6	78.4	99.2	116.1	124.9	145.2	146.5	152.8
Q04656	Copper-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP7A PE=1 SV=4	25.6	5	203.3	208.8	202.2	165.3	103.8	56.8	26.8	16.2	9.7	7.1	11.7	12.6	19.7	33.9	61.8	86.7	145.3	201.5	207.9	218.9
Q86V21	Acetoacetyl-CoA synthetase OS=Homo sapiens OX=9606 GN=AACS PE=1 SV=1	25.578	6	273.7	255.8	202.1	100.2	70.1	42.5	20.3	14.8	11.5	9.1	5.8	5.2	6.8	15.4	31.7	42.2	78	204.6	280.1	330.3
O95834	Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens OX=9606 GN=EML2 PE=1 SV=1	25.535	5	189.7	186.2	188.2	177.2	137.5	81	17.7	10.2	6.5	5.7	8.4	9.1	12.5	24.8	85.9	132	169.7	169.4	193.9	194.3
Q16611	Bcl-2 homologous antagonist/killer OS=Homo sapiens OX=9606 GN=BAK1 PE=1 SV=1	25.533	4	155.4	158.6	153.4	146.9	125.8	101	55.3	44.3	34.2	25.2	11.3	13.4	18.4	34.7	85.9	121.6	165.6	169.8	185.1	194.3
Q9BQL6	Fermitin family homolog 1 OS=Homo sapiens OX=9606 GN=FERMT1 PE=1 SV=1	25.521	3	386.4	371.1	381.7	344.6	215.8	122.8	62.5	50.1	34.5	30.5										
Q8TBC3	SH3KBP1-binding protein 1 OS=Homo sapiens OX=9606 GN=SHKBP1 PE=1 SV=2	25.513	3	105.7	117.8	120.3	124.3	107.4	106.1	90.1	86.3	73.9	68	14.1	15.5	21.4	41.4	90.7	111	147.9	175.1	177.6	205.2
Q15363	Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TMED2 PE=1 SV=1	25.496	4	165.4	164.2	161	157.2	128.6	128.5	47.7	24.2	14.4	8.8	3.1	4.2	7.1	28.1	101.6	132.8	183.8	156.1	183.7	199.5
P52655	Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1	25.479	3	161.1	166.8	167.5	143.8	109.3	80.7	57.3	49.6	31.2	32.7	29.4	33.3	34.5	41.4	78.9	99.3	160.5	163.4	174	185.3
Q9C0I1	Myotubularin-related protein 12 OS=Homo sapiens OX=9606 GN=MTMR12 PE=1 SV=2	25.461	5	155.9	156.1	164	147.8	132.8	111.1	74.8	34.7	14	8.9	10.8	16.5	25.5	64.1	106.1	114.9	143.1	165.4	171.4	182.3
Q9BXR0	Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Homo sapiens OX=9606 GN=QTRT1 PE=1 SV=3	25.418	4	151	143.5	163	152.7	136.2	122.2	70.7	35.4	16.7	8.6	12.9	13.5	21.9	53	108.9	128.1	150.9	163.9	169.9	177.1
Q13459	Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3	25.413	5	239.6	234.8	194.3	114.3	68.6	53.1	32	26.4	19.2	17.8	19.2	22.9	27.3	32.9	48	64.2	112.6	195.2	227.8	250
Q68CQ4	U3 small nucleolar RNA-associated protein 25 homolog OS=Homo sapiens OX=9606 GN=UTP25 PE=1 SV=2	25.401	5	200.7	185.9	183.7	148.5	104.6	67.5	44.2	27.7	23.7	13.6	13.2	20.3	52.9	57.2	55.1	73.4	112.6	176.2	208.5	230.5
Q6ZSR9	Uncharacterized protein FLJ45252 OS=Homo sapiens OX=9606 PE=2 SV=2	25.389	5											58.9	57.1	33.1	89.1	151	207.9	306.8	339.4	375.3	381.4
Q9NRY2	SOSS complex subunit C OS=Homo sapiens OX=9606 GN=INIP PE=1 SV=1	25.353	3	144.5	132.5	112.2	80.6	62.8	63	69.4	97.8	117.2	119.9	119.5	96.9	75.9	66.4	74.5	68.2	92.5	120.4	137	148.7
P56134	ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=3	25.343	3	172.8	174.5	174.9	159.4	125.2	101.8	40	27	15.3	9.3	7.1	9.8	18.2	40.1	113.2	124.1	164.5	167.2	170.7	185
Q5T200	Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1	25.333	6	168.2	166.9	182.3	156.4	99.8	74.5	50.8	41.3	33.2	26.7	21	24.4	16.9	45.8	79.7	99.4	153.9	183.8	183	192.1
Q12830	Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3	25.308	4	223.1	224.8	222.4	125.8	73.7	47.6	28.1	22.6	18.2	13.8	12	11.2	4.8	24.5	55.9	75.6	125.3	227.4	218.8	244.5
O95249	Golgi SNAP receptor complex member 1 OS=Homo sapiens OX=9606 GN=GOSR1 PE=1 SV=1	25.307	4	157.2	157.1	153.7	145	116.9	105.8	63.7	50.9	32.4	17.3	21.1	31.3	44.8	79.3	119.6	138.5	88	216.2	84.4	176.8
Q8WWV3	Reticulon-4-interacting protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=RTN4IP1 PE=1 SV=2	25.278	5	234.7	220.3	218.9	155.9	83.9	41.5	18.4	12.2	8.1	6.1	8.3	7.9	6.8	20.9	38.9	78.8	147.7	210.7	229.1	251
O75962	Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2	25.267	4	207.6	207.2	186.3	149.4	106.1	68.3	33.6	19.4	11.8	10.3	5.3	5.6	5.9	16.7	35	66.6	131.2	214.5	249.3	269.9
P20585	DNA mismatch repair protein Msh3 OS=Homo sapiens OX=9606 GN=MSH3 PE=1 SV=4	25.247	6	244.9	236.4	216.5	145.7	70.7	26.8	17.7	14.7	13.9	12.7	8.9	10.2	9.9	19.6	35.2	67.4	150.7	211	236.4	250.7
Q96BW5	Phosphotriesterase-related protein OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1	25.233	4	149.8	150.9	152.8	150.7	132	113.8	64.2	47.9	25.6	12.5	7.7	13.3	20.9	58.9	115.5	131.5	162.1	156.1	160.4	173.6
Q9P0R6	GSK3B-interacting protein OS=Homo sapiens OX=9606 GN=GSKIP PE=1 SV=2	25.224	3	154	146.8	156.6	153.4	129	107.9	45.5	46.5	34.3	26	24.6	20.9	17.3	49.9	122.4	127.3	158.5	166.5	155.4	157.1
Q8NB49	Phospholipid-transporting ATPase IG OS=Homo sapiens OX=9606 GN=ATP11C PE=1 SV=3	25.199	4	154.2	148.4	158.9	151.4	129.3	100.2	70.1	46	25.2	16.3	5.8	10.4	9.5	40.1	113.6	134	158.4	171.6	176.5	180
Q86U70	LIM domain-binding protein 1 OS=Homo sapiens OX=9606 GN=LDB1 PE=1 SV=2	25.198	3	151.2	158	165.2	156.4	134.9	86.3	55.9	46.4	25.7	19.9	6.3	7.3	13.1	30	94.3	115.8	159.8	179.8	182.1	211.5
P17252	Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4	25.197	6	221.5	216.8	214.3	150.8	73.2	50.6	29.8	20	13.4	9.5	4	5	5.7	12.3	24.4	37.1	154.2	235.1	253.8	268.4
O43402	ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1	25.19	5	170.1	173.5	181.6	164.1	146.4	106	27	15.8	8.7	6.8	5.4	12.1	16.7	51.3	121.9	132.8	156.8	159.8	168.2	174.9
Q9Y5J6	Mitochondrial import inner membrane translocase subunit Tim10 B OS=Homo sapiens OX=9606 GN=TIMM10B PE=1 SV=1	25.176	4	151.1	144.9	149.6	146.4	133.9	93.7	70.4	46.9	36	27	25.2	30.5	14	51.5	109	128.8	156.7	158.7	162.4	163.2
P07948	Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3	25.174	3	268.4	254.8	226.2	119.6	56.9	31.7	17	11.8	7.9	5.7	11.3	19.6	29.5	56.5	76.5	98	138.4	167.1	210.5	192.7
Q9UPQ9	Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens OX=9606 GN=TNRC6B PE=1 SV=4	25.17	4	132.1	130.5	131.4	128.9	118.8	100.6	76	68.4	60.7	52.5	50.8	45.4	17.6	62.3	107.8	122.4	141.6	143.8	151.9	156.4
P0DJJ0	SLIT-ROBO Rho GTPase-activating protein 2C OS=Homo sapiens OX=9606 GN=SRGAP2C PE=1 SV=1	25.16	2	223.2	217.7	224.2	133.1	106.9	50.1	23.4	8.9	7.5	5.2	5.3	7	8.4	18.6	53.3	88.9	132.3	207.7	232.3	246.1
Q9HD45	Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2	25.136	5	195.2	199.3	194.6	185.8	154.3	42.2	11.7	7.4	5.7	3.8	9.5	12.3	9.2	20.6	60.1	122.7	187.2	185.1	199.6	193.6
Q9NXV6	CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=3	25.128	5	174.9	170.1	168.1	151.8	109.7	78.9	40.9	40	34.1	31.4	10.1	11.7	19.3	28.9	71.3	106	166	186.6	199.2	201
P00973	2'-5'-oligoadenylate synthase 1 OS=Homo sapiens OX=9606 GN=OAS1 PE=1 SV=4	25.124	5											28.7	34.5	33.5	77.3	132.8	189.7	301.5	364.2	415	422.9
Q7Z422	SUZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SZRD1 PE=1 SV=1	25.103	4	124.7	121.3	126	122.7	113.2	105.5	78.3	74.5	69.7	64.1	52.5	45.6	43.6	60.6	102.4	114.6	138	145.1	150.1	147.4
P67812	Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1	25.101	4	197.6	193.9	195.5	185.3	131.2	55	18.9	11.2	6.4	5	2.2	2.2	4.7	12.1	54.7	131.6	190.7	194.1	199.9	207.9
P18846	Cyclic AMP-dependent transcription factor ATF-1 OS=Homo sapiens OX=9606 GN=ATF1 PE=1 SV=2	25.083	5	102.2	93.7	98.9	96.3	103.2	86.1	122	96.2	106.7	94.6	27.4	25.4	29.4	40.6	101.7	110.7	161.4	169.8	164.4	169.2
P42226	Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1	25.064	4	189	173	193.6	176.6	119	60.2	34.5	25.3	16.5	12.4	4.5	11.1	18.5	32.7	67.4	92.6	162.8	175.1	221	214.4
P05549	Transcription factor AP-2-alpha OS=Homo sapiens OX=9606 GN=TFAP2A PE=1 SV=1	25.03	4	378.1	370.6	376.9	342	256.9	151.9	58.3	34.1	18.9	12.3										
P05067	Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3	25.029	5	362	369.7	371.9	302.5	223.1	162.4	80.6	59.1	40.2	28.5										
Q9H173	Nucleotide exchange factor SIL1 OS=Homo sapiens OX=9606 GN=SIL1 PE=1 SV=1	25.02	4	177.9	177	163.4	166.8	134.1	90.6	36.5	25.7	15.8	12.2	8.1	7.8	10.5	25.2	94.7	123.6	180.8	153.5	198.7	197.1
O75381	Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1	25.012	4	189.5	196.6	186.5	161.6	125.1	70.4	27.5	20.6	13.9	8.4	18.5	18.5	22.8	42.9	95.1	120.3	159.1	165.6	170.1	187.2
Q9NX01	Thioredoxin-like protein 4B OS=Homo sapiens OX=9606 GN=TXNL4B PE=1 SV=1	25.002	3	200.3	191.5	196.4	179.3	122.5	69	23.5	9.7	5	2.8	3.3	3.9	5.9	20.8	67.9	115.8	167.4	209.1	199.1	206.9
Q9Y4C2	TRPM8 channel-associated factor 1 OS=Homo sapiens OX=9606 GN=TCAF1 PE=1 SV=3	25.001	5	196.8	160.3	185.4	149.6	121.4	95	42.8	20.2	15.6	12.9	10.4	11.5	13.1	28.9	52	67.1	115.6	182	248.2	271.2
Q9NX74	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like OS=Homo sapiens OX=9606 GN=DUS2 PE=1 SV=1	24.989	5	408.4	392	381.3	324.1	223.1	113.5	62.6	44.2	27.3	23.5										
P62701	40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2	24.988	6	149.8	156.2	161.3	139.3	115.4	91.7	63.3	48.9	39.9	34.4	20.9	16.9	10.9	29.7	73.8	74	134.6	198.8	216.7	223.7
Q53S33	BolA-like protein 3 OS=Homo sapiens OX=9606 GN=BOLA3 PE=1 SV=1	24.986	5	150.1	131.2	135.6	133.4	129.2	90.4	76	58.4	52.1	43.8	37.9	35.1	23.7	61.2	100.9	136.1	131	158.6	157.9	157.6
Q9UI15	Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2	24.975	1																				
Q15526	Surfeit locus protein 1 OS=Homo sapiens OX=9606 GN=SURF1 PE=1 SV=1	24.971	4	179.8	177.3	186.5	181.8	137.6	61.3	32.5	20.3	14.7	8.2	6.6	9.7	10	23.2	56.1	121.8	174.3	185.5	201.4	211.4
O14802	DNA-directed RNA polymerase III subunit RPC1 OS=Homo sapiens OX=9606 GN=POLR3A PE=1 SV=2	24.895	5	180.7	196.6	197.6	155.1	102.9	60.5	38.1	28.9	21.7	17.9	8.1	12.3	11.7	23.6	56.2	73.1	143.9	188.3	231.8	251
P61018	Ras-related protein Rab-4B OS=Homo sapiens OX=9606 GN=RAB4B PE=1 SV=1	24.889	2	149.6	154.4	163.1	150.4	131.4	94	59.9	42.1	35.3	19.8	9.7	11.4	22	44.7	109.8	118.1	157.1	155.8	184.7	186.7
Q86U38	Nucleolar protein 9 OS=Homo sapiens OX=9606 GN=NOP9 PE=1 SV=1	24.884	3	183.2	198.7	179.8	143.8	98.4	79.1	41.1	38.5	22.1	15.2	6.1	11.6	21.5	43.5	46.9	53.4	115	184.7	253.4	263.8
P48729	Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2	24.884	4	239.1	240.9	220.1	166.7	72.9	25.8	15.2	9.3	6.1	4	3.6	4.8	5.3	11	26.6	66.9	183.5	203	240.5	254.9
O76075	DNA fragmentation factor subunit beta OS=Homo sapiens OX=9606 GN=DFFB PE=1 SV=1	24.85	3	165.2	172.2	174.9	159.6	157	86.1	37.6	20.6	14.9	11.7	6.6	5.4	10.7	20.5	86.3	125.3	175.3	179.2	190.2	200.6
P55854	Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2	24.822	2	149.8	147.9	155.2	144.5	102.8	96.3	53.2	57.3	49.6	43.4	50.4	43.3	50.3	67.2	99	99.1	146.1	150.4	142.5	151.6
