Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
Q13554	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	1.86E-23	47532.41406	48655.32422	48707.31641	44472.75781	45498.14453	46172.69531	42749.08984	45422.49219	43117.87109	41020.53125	38216.73828	39000.32813	50983.76953	43648.79688	47487.34766	53147.11328	52388.46484	47979.71875
Q13555	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	1.66E-26	93408.23438	86844.21875	84551.07031	80440.21875	97376.75781	85403.54688	98601.89844	84884.47656	87282.51563	88837.94531	86772.05469	87828.26563	90807.45313	105169.4844	82709.67969	112742.9297	100208.4375	92843.22656
Q13557	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	5.14E-38	197872.8438	218532.1719	213931.0625	209089.9531	200447.5313	212310.1094	196119.0313	181539.2813	183835.25	191378.875	189551.7813	165004.2813	172493.4531	171758.125	175892.0313	136423.6719	149772.6406	143428.6875
Q13561	DCTN2	Dynactin subunit 2	4.04E-38	406161.1875	438709.25	457548.375	444243.0938	427881.375	392079.4688	458239.625	492552.1563	471303.0625	466234.1875	449714.1875	417065.9688	400541.0938	387517.4375	388739.75	371652.1563	385512.25	382232.9063
Q13563	PKD2	Polycystin-2	3.59E-10	NaN	NaN	23669.80664	NaN	67615.29688	89133.625	NaN	NaN	54108.14844	NaN	NaN	NaN	30748.50195	NaN	56212.82813	NaN	NaN	123059.7188
Q13564	NAE1	NEDD8-activating enzyme E1 regulatory subunit	4.01E-39	539469.4375	541391.75	489474.25	510094	503525.4063	618290.3125	448838.6875	452756.7813	495923.0313	531149.0625	489336.6563	525356.625	574858.375	572177.8125	604257.6875	631715.25	619471	583952.9375
Q13569	TDG	G/T mismatch-specific thymine DNA glycosylase	7.87E-20	154065.375	120750.8516	119173.8047	135211.8594	135365.5	115822.1328	125461.1563	157577.25	122669.6719	116365.2891	106115.8047	138303.6406	133016.875	135116.0781	157026.3906	140430.1719	180026.2813	177406.9531
Q13572	ITPK1	Inositol-tetrakisphosphate 1-kinase	3.85E-21	146869.125	143718.4688	113176.1484	132295.4688	118889.3828	119922.7031	131957.3281	108444.3359	112572.125	123246.0547	119907.5781	128843.4531	124389.2813	115357.9375	137748.5625	83440.51563	135584.1563	105089.8828
Q13573	SNW1	SNW domain-containing protein 1	6.70E-47	759426.3125	779224.6875	768550.875	818518.125	771341.8125	742315.875	867092	973172.125	891191.25	841433.625	838479.0625	789869.4375	766689.0625	718991.25	727927	765061.1875	775165.5625	750062.125
Q13574	DGKZ	Diacylglycerol kinase zeta	6.46E-27	179898.0781	263086.375	234706.7188	234550.625	238684.1719	226408.3125	204046.9063	209870.7969	258467.4531	232846.1875	211368.8125	225340.6563	234893.5	200718.625	203723.4063	163314.5938	274105.2813	213025.7656
Q13576	IQGAP2	Ras GTPase-activating-like protein IQGAP2	7.75E-28	159134.6719	165888.8125	168923.5156	187662.4844	163793.0469	181644.2344	177029.4375	183864.1094	191357.6094	159158.7969	193481.1406	146094.6406	176679.6406	174060.2188	186300.875	176315.4531	152204.7656	168913.1406
Q13586	STIM1	Stromal interaction molecule 1	1.27E-46	684884.0625	643927.75	815859.4375	710831	690405.4375	758522.4375	694255.4375	694307.4375	682760.75	724425.3125	633586.875	614695.125	678940.375	656633.9375	629899.9375	560295.375	527821.5	601403.9375
Q13595	TRA2A	Transformer-2 protein homolog alpha	1.27E-38	304221.2188	345532.8438	346466.4063	361731.2813	340971.9063	327605.0313	369526.4375	406006.5	378463.25	353134	370824.4375	358888.9063	319945.9063	320590.6875	322233.4375	348447.1875	349535.2813	347295
Q13596	SNX1	Sorting nexin-1	1.81E-40	162165.8906	162815.8281	167588.125	180603.5313	177039	163811.9531	173832.4531	180908.875	160361.5469	175996.8906	172937.2188	166001.0938	170723.0156	161912.1563	168180.7656	154446.5469	156852.0625	140515.375
Q13601	KRR1	KRR1 small subunit processome component homolog	4.72E-37	227322.6094	199749.4063	183804.6406	219211.8594	206109.7188	223382.7813	228946.4531	210734.8125	212530.75	202012.125	221252.2969	204478.2656	183171.0469	184572.1406	203150.25	174829.2656	199832.7656	158109.1094
Q13610	PWP1	Periodic tryptophan protein 1 homolog	7.53E-36	206261.5625	247165.0938	232512.0313	225891.7344	240541.9531	221604	263850.5313	283535.5625	278960.75	246409.4844	261261.9531	224135.75	214548.9844	209838.625	213962.1563	182500.0156	195002.4375	199425.8438
Q13613	MTMR1	Myotubularin-related protein 1	6.77E-33	360788.2188	405791.625	413541.6563	403033.7813	413364.2813	375215.6563	376404.5313	323809.9375	387427.3125	394212.5625	418176.5625	368544.6563	419198.7813	415279.25	419795.7813	396735.2188	401048.3125	399685.6563
Q13614	MTMR2	Myotubularin-related protein 2	6.46E-39	517935.125	450722.1875	487829.2188	411776.9688	446533.3438	457952.6563	551104.1875	449734.6563	446163.9688	430016.2813	433548.25	477122.3125	446978.0625	407069.2188	329713.2813	398816.9688	343621.8125	353347.5313
Q13615	MTMR3	Myotubularin-related protein 3	2.86E-16	81875.15625	42675.22266	48397.89844	64297.23438	62467.51563	47965.5	75073.32813	49047.76563	51066.73828	65628.08594	61310.5625	66432.96875	52870.57422	67397.39063	44800.30469	103773.25	33892.37109	64956.88281
Q13616	CUL1	Cullin-1	1.02E-38	369676.4063	330026.9063	349217.375	334632.7188	356709.625	380106.8438	318528.9688	248785.1094	326089.875	298127.8125	282185	335172.0938	377923.0625	388952.625	375808.375	392700.3125	368448.1875	399518.1875
Q13617	CUL2	Cullin-2	7.06E-47	156048.3438	150872.2031	142513.625	127028.5078	139577.4844	155539.9063	134018.75	117031.5781	137858.0625	133386.6875	128041.8359	144450.2344	145429.8125	160261.4844	154817.2188	159231.0625	146293.9375	151230.5938
Q13618	CUL3	Cullin-3	2.25E-42	353429.2813	336695.4375	333957.4063	317301.9063	333940.0625	352289.0625	309906.4688	258209.4219	293016.6563	307005.9375	286452.8125	342819.2813	334785	375446.8125	346139.1875	332026.6563	335902.375	345818.4688
Q13619	CUL4A	Cullin-4A	2.93E-39	163355.7344	133839.3906	141034.4219	137816.4063	154630.0938	145589.9063	119081.0938	128912.2266	139095.9375	162322.7969	143028.7344	152679.5469	158462.4375	167262.625	172507.1406	149701.9844	145112.4375	156928.2188
Q13620	CUL4B	Cullin-4B	1.62E-43	359253.8125	305763.7813	326908.375	309136.7813	321243.9375	339686.7813	273271.8125	217993.6406	282702.2188	293353.5625	268520	306879.4375	303251.8125	347696.0625	308972.7813	288360.8125	282586.8125	322145.5
Q13625	TP53BP2	Apoptosis-stimulating of p53 protein 2	1.11E-29	559096.75	635924.4375	591132.0625	628753.0625	621475.75	597551.625	670794.1875	618211.875	622974.8125	615330.125	655309.25	584043	563167.125	597378.9375	620183.6875	538490.0625	560626.3125	496628.0313
Q13627	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	7.03E-20	509455.8125	485772.6563	498778.7188	529826.8125	453059.75	540186.5	552863.75	319415.4688	437398.0625	566650.6875	467504.2188	382942.5938	398903.3125	396076.5625	477224.75	350358.75	323875.125	310103.9063
Q13630	GFUS	GDP-L-fucose synthase	3.69E-32	166711.3125	183561.4531	174087.3906	193417.7031	172735.6875	159400.1719	194536.6406	171800.3125	174219.9219	165672.9688	170966.0781	169243.1094	158480.8594	165665.2031	146987.7969	163587.8125	156158.6406	155159.9063
Q13636	RAB31	Ras-related protein Rab-31	3.65E-24	121773.2031	96127.375	114621.7734	115586.8047	119607.1328	115172.5781	112472.1875	100801.5	85224.27344	93972.61719	101125.6328	98096.96094	99882.11719	108003.4375	104300.6328	98349.77344	115793.0156	97803.78125
Q13641	TPBG	Trophoblast glycoprotein	1.02E-36	81300	76676.1875	62485.46875	64101.875	69575.03125	79036.17969	80418.35156	49058.76172	82116.03906	78751.75781	68633.75781	62568.19531	73394.80469	76583.34375	79594.46875	66384.02344	60777.31641	72068.92969
Q13642	FHL1	Four and a half LIM domains protein 1	1.71E-50	223140.9844	238768.2969	235430.3594	256090.6875	241679.9375	220403.875	258366.8125	298117.4688	274866.75	248141.3438	239115.1875	248667.8906	210799.6406	197414.5156	187828.6719	172181.0781	189040.75	183463.3125
Q13643	FHL3	Four and a half LIM domains protein 3	3.17E-54	603663.3125	602125.3125	628140.625	665562.4375	597692.6875	650056.5625	720846.75	802769.5	712805.3125	639682.5	707408.5	694299.25	649306.8125	608718.125	640760	664247.875	519872.9688	645832.9375
Q13670	PMS2P11	Putative postmeiotic segregation increased 2-like protein 11	9.93E-11	NaN	NaN	13017.4248	15982.66602	19993.14063	NaN	15672.90332	7245.916504	NaN	159648.0313	54274.92578	5429.914063	21507.99023	154507.3125	9681.844727	6193.113281	39727.71875	119895.3438
Q13685	AAMP	Angio-associated migratory cell protein	5.99E-31	164489.3906	171276.2188	175192.3125	173728.5625	173379.25	169966.1406	181855.4688	190382.9844	184774.2344	178376.1094	185355.9531	173384.75	165225.5156	175926.7813	163213.0781	164704.7031	168653.6094	170788.5156
Q13686	ALKBH1	Nucleic acid dioxygenase ALKBH1	2.19E-28	66851.57813	78509.69531	90658.78906	115286.4141	69021.79688	105301.6172	115061.9453	114164.4922	99254.03125	85021.58594	77159.50781	90272.08594	76995.07031	92228.82031	100188.5781	92038.99219	113320.5859	88721.45313
Q13724	MOGS	Mannosyl-oligosaccharide glucosidase	8.05E-52	405730.9375	408453.5	330120.375	352116.3125	390622.1875	428759.2188	346054.8125	286309.5	332748.0625	382255.3125	334992.4688	358206.0938	453546.2813	459434.6875	438130.5938	411723.8125	454791	489361.2188
Q13740	ALCAM	CD166 antigen	9.99E-36	122700.5703	127300.9375	123206	104581.8438	126131.8281	123072.0703	125554.2188	105788.5547	117050.1328	125557.0625	119365.8359	118090.0547	112454.1328	109126.5156	128016.2656	116374.4922	105492.4609	118729.2188
Q13769	THOC5	THO complex subunit 5 homolog	5.86E-31	171953.9063	160707.4375	156531.7813	160952.5938	155876.9375	175156.8594	157440.6875	130432.2266	144394	174925.5	151514.3125	156042.8594	155844.2656	176790.375	192237.0313	169388.875	157061.3125	170049.3281
Q13772	NCOA4	Nuclear receptor coactivator 4	1.16E-34	80547.22656	104055.8203	72699.75781	89336.97656	90216.77344	95003.38281	106275.2422	73538.33594	74759.27344	77751.47656	62465.92188	67938.6875	58544.32031	39325.64063	76563.13281	82625.92969	90334.07031	71766.60938
Q13794	PMAIP1	Phorbol-12-myristate-13-acetate-induced protein 1	1.07E-31	18035.36133	20218.9707	25836.23828	20912.98633	NaN	22266.57227	21510.85547	16982.7793	25150.65039	16352.08789	9107.420898	23235.50586	22768.10352	53958.1875	24977.63672	29412.92383	20922.58203	16864.42383
Q13795	ARFRP1	ADP-ribosylation factor-related protein 1	3.40E-24	50998.80078	49800.55859	49553.64453	46791.83984	41207.41797	41139.71094	50635.66016	43240.96875	49446.60938	46069.09766	44609.66797	41200.52344	49150.12891	49503.65234	42586.21484	37589.14844	39804.63281	41639.15234
Q13796	SHROOM2	Protein Shroom2	0.000365934	232796.7344	154391.625	159679.2969	234627.0938	191974.7188	208449.5469	177247.25	141105.5781	156275.9375	168533.3906	171036.1719	NaN	151676.8125	172313.0313	170966.3125	166136.5469	148916.8125	153760.6563
Q13813	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	1.74E-49	1008422.063	1095749.25	1171051.875	1170900.375	1145110.625	1068498.375	1177634.25	1285339.625	1234288.5	1177977.375	1180912.125	1090706.25	1045056.5	1029117.813	976336.1875	1048539.25	1025485.438	996618.25
Q13823	GNL2	Nucleolar GTP-binding protein 2	8.05E-35	371989.4688	348474.4063	329927.0625	379497.3438	330356.2813	378644.125	336878.6875	300138.4375	332378.9063	336328.5313	326224.9688	354511.9063	297557.0938	320094.4688	351432.2813	293286.8125	266424.7188	255927.125
Q13825	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	6.63E-16	200971.4063	400749.3125	115456.875	158383.75	286636.6563	196174.9844	291607.7188	213384.7188	224833.25	173464.1406	149004.7656	312919.6563	224153.6719	474278.125	322467.5	289137.0625	364848.7188	166621.7344
Q13835	PKP1	Plakophilin-1	0.000123716	NaN	493324.7188	299388.4688	522695.125	368885.3438	364747.4375	NaN	367947.5625	NaN	351501.4375	NaN	307503.625	NaN	222074.2344	NaN	NaN	NaN	206362.125
Q13838	DDX39B	Spliceosome RNA helicase DDX39B	4.95E-35	1865492.25	1748489.375	1790060.375	1731002.75	1764168.625	1822670.125	1720587.25	1631603.875	1829743.5	1731723.25	1613612	1831583.25	1818091.125	1795538.75	1823220.625	1941527.375	1905099.625	2025887
Q13867	BLMH	Bleomycin hydrolase	6.91E-37	386100.4375	411411.1563	415236.625	387637.0313	403721.7813	405531.875	358489.75	326452.9063	377108.75	357276.3125	369221.2813	394948.75	391313.7813	417328.7188	412654	400654.8125	376332.6563	419127.3438
Q13868	EXOSC2	Exosome complex component RRP4	1.28E-31	548801.3125	620050.8125	564929.375	560482.625	541500.75	569368.6875	623598.5625	670318.375	617155.875	588982.5625	635770.0625	585118.375	584706.6875	569735.8125	573542.0625	588192.875	597880.125	641458.0625
Q13885	TUBB2A	Tubulin beta-2A chain	4.06E-30	7761126.5	7438745.5	7850070	7898561	7478712.5	7157105.5	7752085.5	7306126.5	7873507.5	7578331	7664515.5	7976868	8171370	8258877	7926182.5	8930104	8739512	9873765
Q13887	KLF5	Krueppel-like factor 5	4.13E-17	120863.9297	3769.666016	234580.3281	138196.3281	279261.625	183878.4844	131288.2969	171122.625	183017.6875	257449.9531	184142.2031	217768.0156	136648.2969	199216.3281	217788.5	150666.7813	207939.375	123148.8203
Q13888	GTF2H2	General transcription factor IIH subunit 2	1.03E-26	67350.3125	75966.10938	59714.73828	64102.50391	61197.53906	88070.04688	64535.54688	52218.83984	71781.46094	55149.85938	63157.33594	56169.99219	56199.69922	57364.04297	51910.70313	54755.01953	59008.96875	47958.4375
Q13889	GTF2H3	General transcription factor IIH subunit 3	4.05E-22	7678.453613	6076.501953	7452.436523	7009.047363	5293.804688	10483.70801	6702.796875	6461.922363	5931.287598	8228.236328	5243.939453	6866.71875	8904.255859	6424.362793	8450.698242	7323.667969	9212.291992	11448.30664
Q13895	BYSL	Bystin	1.20E-34	238385.1563	221966.0469	230740.75	236726.3438	231955.0781	239380.375	240939.7813	211097.4844	236507.2344	257606.25	239885.7813	243252.5156	253487.2188	236223.25	252927.4688	215976.7344	214999.0313	221628.8594
Q13901	C1D	Nuclear nucleic acid-binding protein C1D	2.58E-20	1271469.25	1296412.25	1326878	1224853.375	1232811.5	1299972.875	1295058.125	1376628.5	1154711	1240489.875	1153841.625	1147723.625	1067088.625	1122243.25	1059155.625	1000813.938	935752.875	1144635.75
Q13907	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	4.66E-34	194321.8438	188695.4531	171845.2969	179468.1563	167763.4688	181642.6875	186571.7344	204173.6875	217017.3125	211419.3281	202432.2969	243499.9375	234183.9063	235359.3906	237728.625	262831.5938	244900.8594	277348.2813
Q13948	CUX1	Protein CASP	5.93E-43	417997.0313	413829.25	438073.5938	425331.3125	429378.8438	442819.2188	466599.5938	416048.8125	419276.5938	414772.4063	397360.2188	374688.4063	351278.4688	380573.4375	366421.0625	286985.125	345580.9375	350165.4063
Q13951	CBFB	Core-binding factor subunit beta	1.90E-25	181603.4844	216000.4063	198728.6406	196022.0469	209770.5	188402	207692.9531	220935.8906	204492.3438	208387.2344	206146.4688	195874.6719	172172.3281	174473.3906	164153.875	159817.3125	131999.5469	160078.6563
Q13952	NFYC	Nuclear transcription factor Y subunit gamma	1.73E-30	91619.98438	94037.51563	77188.85156	85949.59375	87183.61719	75252.63281	81628.52344	98544.74219	86921.75	94909.85156	89047.16406	79810.55469	90513.28906	86326.09375	90072.5625	97251.92969	97508.82813	84383.65625
Q13976	PRKG1	cGMP-dependent protein kinase 1	1.08E-15	45738.09375	32155.8125	45866.58984	45181.73828	38763.51953	37070.10938	NaN	NaN	40419.61328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q14004	CDK13	Cyclin-dependent kinase 13	1.79E-30	112473.25	115419.7813	114622.5859	111818.2891	119054.4141	117381.8828	116701.1172	123259.9844	122018.1484	112820.0156	122145.9297	100617.1172	123553.1094	109419.875	136819.9375	116742.4141	114522.875	111121.3906
Q14008	CKAP5	Cytoskeleton-associated protein 5	1.18E-52	968628.8125	714818.875	690882.9375	745686.3125	808452.9375	947462.25	618553.9375	449809.1563	660832.8125	643921.375	564381.6875	688442.5	892918.625	924533.4375	1005534.813	956266.6875	955062.3125	1019046.563
Q14011	CIRBP	Cold-inducible RNA-binding protein	2.63E-33	364873.375	468252.5938	440065.6875	421771.125	412899.5938	368857.4375	502836.4688	512958.75	499522.5313	472395.1563	473716.5625	426476.3438	366075.2813	337746.4063	384451.2813	355101.125	439221.7813	396604.5625
Q14012	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	5.91E-30	30149.81836	28655.30469	30544.17383	22606.35352	29811.81641	29001.30078	25707.12695	23728.74609	26596.58594	26686.76563	28572.08008	26068.58984	27090.85547	28692.20508	31807.625	30219.06445	26539.9375	30662.71289
Q14019	COTL1	Coactosin-like protein	8.46E-23	206721.4531	210732.4531	217954.5469	222197.1719	216904.5156	207893.4375	226251.3906	227175.4531	215312.7656	214036.875	220934	215107.9375	218005.4219	217059.7813	214884.4688	226828.6563	220844.3906	214535.625
Q14061	COX17	Cytochrome c oxidase copper chaperone	2.04E-20	275133.9688	321515.4063	293384.1875	364003.9688	327814.875	314060.625	412793.2813	343413.9688	332403.125	379351	325691.4375	299978.5625	259791.9531	330510	282943.4375	218957.5313	162680.8281	222874.375
Q14103	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1.77E-45	3298213.75	3587430.25	3472715.5	3540669	3366967.5	3138790.5	3500313.5	3982186.5	3643044.25	3449885	3458747.5	3154769.75	2839778	2827993.75	2765507.5	2763887.75	2935438.5	2951704.25
Q14106	TOB2	Protein Tob2	4.52E-12	99038.57813	116200.2344	143749.3906	144670.2969	112610.3281	88263.61719	113844.6016	116831.6719	NaN	51206.15234	98630.07031	87587.26563	108196.1953	103399.1016	105921.8672	70690.80469	42086.37109	59342.54688
Q14108	SCARB2	Lysosome membrane protein 2	1.09E-33	151213.3438	128042.1875	128998.8906	111251.5859	138901.7344	146713.75	120964.9531	83314.61719	116780.6328	138937.4844	113978.3594	119060.125	126641.3906	160866.4375	135523.3906	153662.9063	145286.7656	148531.7188
Q14118	DAG1	Dystroglycan 1	2.47E-26	155407.4219	179549.7656	166690	157723.8438	169674.2656	148800.0469	172543.2969	161393.5938	162143.9063	166295.3438	157721.7188	153327.25	151849.0156	157475.1563	146781.9375	141987.4844	147076.5469	149146.0156
Q14119	VEZF1	Vascular endothelial zinc finger 1	2.21E-36	231031.9844	176942.7188	195260.9844	225260.4531	205487.1094	203930.0156	201430.7969	231719.5938	208222.9844	173741.7188	212030.5938	183071.9063	183527.7344	153322.7813	186660.1719	153897.6875	145336.9219	135597.5313
Q14126	DSG2	Desmoglein-2	9.63E-28	6508879.5	6534298	6298845	5844123.5	5629989	6140934.5	5795935	5491229	5825055	6158318	6074232.5	5993953	6405563.5	6510949.5	6565891.5	6687532	6365489	6334442
Q14135	VGLL4	Transcription cofactor vestigial-like protein 4	1.88E-32	138067.6875	175887.1094	180302.7813	149241.3438	151251.1563	132125.5313	152614.9531	147688	127040.4063	136176.125	146591.0469	138166.9375	133622.7031	126968.7578	125807.2422	97614.40625	114647.3516	119630.9375
Q14137	BOP1	Ribosome biogenesis protein BOP1	6.91E-31	441030.625	400067.6875	400525.6563	418433.8125	404210.7188	452895.9063	445633.0313	443500.5	439145.2188	431167.4063	399411.25	417985.0938	416038.375	438263.5938	437978.8125	415155	415029.9688	431213.75
Q14139	UBE4A	Ubiquitin conjugation factor E4 A	6.38E-29	111567.5625	99741.32031	107193.3281	94322.10938	103694.6328	110168.0938	95412.94531	83768.75781	93751.94531	101029.6484	95682.07813	94645.17188	112324.9375	116410.3516	109373.4688	112555.7969	113041.7344	115421.9141
Q14141	SEPTIN6	Septin-6	9.34E-42	93072.13281	104143.4766	94583.14844	109821.7188	101161.1875	101014.7813	88829.8125	106646.0938	115754.5156	113269.4297	102552.9688	105368.125	123014.2109	81199.77344	108452.7578	108423.8125	104941.625	111220.2578
Q14145	KEAP1	Kelch-like ECH-associated protein 1	4.34E-50	406884.8125	382402.9688	429089.1875	477400	417692.3125	422417.7188	460995.1875	356070.8125	423177.5625	392669.1563	375302.4375	388563.9688	373269.6875	385581.7188	367503.7188	356006.75	404343.5	342811.9063
Q14146	URB2	Unhealthy ribosome biogenesis protein 2 homolog	3.50E-26	156401.375	166014.2813	146785.0781	153065.375	149954.4844	153778.6406	154084.6719	140220.6094	143388.5313	122658.1953	149278.9375	155492.0781	121632.8125	139328.1875	134665.8438	115127.3359	104690.4609	126916.5391
Q14147	DHX34	Probable ATP-dependent RNA helicase DHX34	2.90E-32	251900.9063	223927.3906	231702.7969	230975.625	224844.1406	248761.2188	242793.3438	187537.4688	224758.9375	204571.4531	237504.25	242950.5938	217014.5938	249923.4688	220233.2188	173749.5469	224649.0469	207575.0156
Q14149	MORC3	MORC family CW-type zinc finger protein 3	1.77E-27	585470.6875	615316.0625	640431.0625	568947.6875	621208	628464.4375	677193.4375	712561.75	706367.25	706731.125	712228.5625	703311.875	648268.75	763154.125	690726.5	629755.4375	614140.8125	732071.625
Q14151	SAFB2	Scaffold attachment factor B2	1.75E-36	746084.25	801042	854936.875	859246.75	860145.25	786226.75	867653.0625	957986.1875	924827	904212.125	877066.8125	846082.9375	838512.5	831817.3125	786477.6875	863365.125	851306.8125	803876.5625
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A	3.79E-46	845921.8125	871340.875	851140.3125	837779.1875	867373.5	856556.625	822835.8125	747777.9375	816135.25	857576.75	825629.9375	858019.5	843782	844358.4375	822545.1875	720887.375	700087.375	761245.625
Q14155	ARHGEF7	Rho guanine nucleotide exchange factor 7	1.87E-39	166069.5156	182296.8438	147174.2813	171291.5	182019.3594	166127.8281	169177.3125	185342.6563	149270.0781	160094.4375	164093.0625	158905.5781	156331.125	155876.9531	163246.0156	163473.6406	163420.1563	148452.7969
Q14156	EFR3A	Protein EFR3 homolog A	1.48E-18	38166.63672	39871	38017.25	40458.10547	67917.20313	60948.14453	41578.36719	48393.19531	38089.28125	39747.03906	30347.42578	46020.82031	52854.52344	45644.65625	38169.58594	48011.30469	59563.49219	49476.21094
Q14157	UBAP2L	Ubiquitin-associated protein 2-like	4.67E-43	654326.5	718558.375	796749	758126.8125	776729.8125	696499.8125	765263.375	850326.1875	792343.9375	795453.875	778693.5625	751585.625	658561.5625	694426.625	667539	650239.3125	625756.625	643040.0625
Q14159	SPIDR	DNA repair-scaffolding protein	0.000238206	895.1726074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5355.32666	47290.66797	NaN
Q14160	SCRIB	Protein scribble homolog	2.05E-40	624869.625	659114	567477.25	635069.875	644137.375	580120.25	655495.625	593365.5625	612660	609791.25	581773.9375	595083	639414.75	611319.75	591603.125	613219.375	587479.0625	578109.5
Q14161	GIT2	ARF GTPase-activating protein GIT2	2.48E-26	377855.3125	364529.25	324373	391005.3438	379996.25	333298.25	353413.6875	353679.3438	374465.125	386878.6875	353532.1563	376152.6875	394095.125	402199.6875	414759.3438	302612.25	389457.625	448894.8125
Q14165	MLEC	Malectin	1.97E-29	288327.9063	242031.3281	268773.875	221328.3281	276799.9063	295926.1563	250617.2344	218273.3594	238726.5625	266044.9688	220165.7656	268602.2188	276178.5938	294833.4063	288885.8125	277995.875	269394.5938	279272.5625
Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12	1.63E-36	419425.9063	377327.0938	376128.8438	367980.375	400889.7188	402274.75	364632.0625	333197.5313	371762.6875	376808.3438	354494.4375	403098.8125	414835.1875	416643.3438	410811.25	428756.7813	407102.5313	422386.8438
Q14168	MPP2	MAGUK p55 subfamily member 2	1.97E-42	417044.3438	443636.5625	448510.6563	453241.4375	447992.1563	419509.875	481239.0938	489764.5	459490.6563	475103.7813	491494.0313	430337.5938	448566.6875	447493.2813	441788.5313	492444.0313	456416	503059.1563
Q14181	POLA2	DNA polymerase alpha subunit B	9.03E-35	215131.8125	211580.3906	176300.6875	219832.9531	205494.1563	217730.25	205880.3281	225376.1875	220223.1094	242247.3594	218339.1406	205723.3125	217934.2969	208434.4063	196789.8594	193338.9844	201720.2969	224001.2188
Q14185	DOCK1	Dedicator of cytokinesis protein 1	1.00E-30	33098.46484	29777.39648	28302.09766	29278.66797	35534.71094	38383.42578	31100.06445	34658.71484	28689.97266	29342.52734	35966.65625	35357.94531	33168.62891	31673.2207	34233.89844	34965.12109	25574.91797	30885.30664
Q14186	TFDP1	Transcription factor Dp-1	5.78E-34	103056.9375	148435.8906	151145.8594	165551.7656	152769.1719	126034.625	137947.25	149671.2031	156836.5469	151887.7969	171672.3438	143164.0469	130696.2891	113356.6484	104314.8516	70761.92969	103029.9141	92426.29688
Q14188	TFDP2	Transcription factor Dp-2	1.06E-33	15287.28516	17929.8457	12177.11816	10905.83789	8349.408203	12154.77051	12090.0791	14996.10254	19983.01172	15278.38477	16434.5	12745.57324	13346.38281	20234.0957	16624.04297	13206.8252	16227.33301	7249.245117
Q14191	WRN	Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN	5.38E-19	210302.5156	234741.8906	160070.2656	246134.1406	164152.4688	242086.0469	228883.4844	121040.4063	189132.8125	170873.2031	220055.9844	222024.3906	165785.6719	196436.0625	189816.1563	146408.4531	250508.8438	201839.9063
Q14192	FHL2	Four and a half LIM domains protein 2	6.13E-27	297887.8125	302844.0313	341124.3125	354208.9688	358539.7813	321102.1563	356153.1875	362784.4688	294849.4375	319477.6875	340086.6875	341402.6563	299105.3438	297083.7813	273588.625	294838	269032.5	314839.5625
Q14195	DPYSL3	Dihydropyrimidinase-related protein 3	2.24E-31	2246079.5	2627781.25	2429726	2384715.25	2363878	2248233.25	2449866.25	2410263.5	2511886.75	2274063.25	2304823.75	2105164.5	2110683.75	2161803	2238641.75	2323092	2086576.875	2263529.75
Q14197	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	5.85E-35	153520.9063	175679.6875	152063.1563	156222.9844	134532.4844	139342.7031	153758.4375	169270.6406	146268.9219	142196.9219	138487.0156	137927.5469	135351.7031	134353.5938	136733.5625	145296.8594	139978.625	139771.7656
Q14202	ZMYM3	Zinc finger MYM-type protein 3	1.81E-47	256822.4844	241135.2344	238048.75	247107.0625	264529.0625	255643.4688	264715.0313	243113.375	253663.875	263365.875	257437.25	250867.9375	273153.5	246385.7188	262708.5625	314178.9063	339924.375	363292.5
Q14203	DCTN1	Dynactin subunit 1	1.04E-48	577208.75	600076.375	629728.125	617703.1875	613246.0625	611639.6875	623489.4375	577079.8125	594278.1875	637006	604800.9375	619283.125	637453.125	623527.3125	620608.6875	582341.25	574544.125	597076.9375
Q14204	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	4.40E-48	932729.9375	630425.875	535191.4375	629398.9375	686628	933031.375	549561.3125	394565.3125	519996.2813	441315.7188	438008.1875	527058.3125	856816.625	933778.5	1007308.75	983532.8125	950219.0625	1045502.875
Q14207	NPAT	Protein NPAT	2.82E-27	512868.1563	526033.6875	543814.875	563295	527971.6875	530086.5	531576.1875	538640.4375	540350.3125	491488.9688	560622.1875	600735.3125	514278.4688	555943.375	432400	518509.875	437926.9063	562566.5
