Accession	Description	Sum PEP Score	# Unique Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3
Q9H0H5	Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1	98.218	15	14927079.16		17234688.7	1339478.844	16900880.75		11264684.72	3890449.961	11266741.16	2571401.094	12526103.47	2487845.125	7819147.188	7138803.859	7575443.563	6174869.656	6548722.844	7790161.422	4772212.781	12936882.89	3458531.156	8774144.063	4426092.906	10032741.44	1649301.906	18206471.53		15760327.11	2059345.281	17399167.97
P07384	Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1	98.202	14	26067943.06	1185337.375	25650441.06	1782159.688	29394526.75	2195506.688	27747814.94	1291022.188	27545118.81	2680383.719	24533776.5	2320875.063	29380314.22	4346762.75	25151779.59	3689929.094	33253392.94	5917554.188	23859134.19	7082924.063	24454520.72	8117900.406	25561521.47	6596947.063	22806155.63	22431614.63	17900683.88	23669909.25	21735255.5	16004349.88
Q9NPQ8	Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3	98.201	15	18768655.47	2039123.844	20442721.28	1952078.656	24588599.92	3274252.688	21354260.25	1942008.688	19575756.41	5796761.938	19241465.94	1764296.594	22085526.88	4833103.063	13514286.06	1891495.156	17746179.69	3355912.344	16842396.44	6005027.25	13623387.5	6923237	20439844.78	7169605.063	10486798.58	14935732.66	12816570.69	13805176.94	8324247.313	15097030.44
P78330	Phosphoserine phosphatase OS=Homo sapiens OX=9606 GN=PSPH PE=1 SV=2	98.173	11	31372377.44	1625933.531	34041906.25	1225358.656	41143766.88	786903.3438	32275887.88	2239018.891	30621267	2715441.969	30560536.69	2276299.125	31926360.63	8232697.688	26215216.06	6166942.938	26813073.88	7389407.938	28296100	18285243.31	22495822.44	14733123.13	29669419.28	18785269.97	15923096.13	38752794.25	15216875	37460821.5	17311551.38	41912201.75
Q9NRX1	RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1	97.976	10	11081035.16	948208.5625	11259793.09	1433368.688	12530375.38	1618239.625	11904156.25	386519.6875	11969506.06	480052.5469	12274981.38	755277.0156	11738322.19	1804226.781	10636115.84	1021198.688	10337749.09	1808284.875	9417597.719	3469250.125	7273436.344	3163214.25	9595522.875	5928982.969	4631779.688	13450029.16	4119019.875	10558405.03	5316524.094	14173213.5
P46109	Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1	97.962	13	60177636.81	1175372.75	63729533.63	584361.125	33429755.81	815171.5625	25622685.63	2088765.234	26906000.06	831689.5156	27091255	1589120.344	30070262.44	3010841.031	28608070.5	3239708.938	51304993	3722953.578	53991160.06	6132856.594	17401763.47	2311674.125	21753054.84	4838155.156	11603473.44	12621325.44	15028499.5	12957219.94	33341750.44	21293187.34
O14965	Aurora kinase A OS=Homo sapiens OX=9606 GN=AURKA PE=1 SV=3	97.582	11	8611452.531	2945908.25	9529838.063	1952232.813	13272393	1675435.188	4316271.375	4301178.141	6694561.531	6978701.375	2941599.625	6045535.531	1819461.297	8764275.375	908122.3906	7069711.125	1387603.375	9740217.5	964591.0938	10010454.81	631372.25	10176751.94	922495.7188	11853765.94	756800.6875	10806147.75	1933732.375	8767131.938	1720745.188	9800597.781
Q14432	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A OS=Homo sapiens OX=9606 GN=PDE3A PE=1 SV=3	97.543	14	6877736.031	1088079.125	8607837.594	637182.25	12197581.72	6239038.313	8250032.875	5284902.063	8229623.813	5264565.719	6863530.813	5631041.969	8430596.813	5792220.203	6587647.438	1204208.375	7320339.938	6184460.031	6592444.844	8433273.125	5904299.906	1822200.172	5396925	7094042.469	3756539.281	10337413.91	2709487.563	9323509.438	3571074.813	11859013.25
Q9GZU8	PSME3-interacting protein OS=Homo sapiens OX=9606 GN=PSME3IP1 PE=1 SV=1	97.54	11	22817581	1179720.781	25459981.56		24855927.31		17319014.44	1439686.313	22103003.5	917290.9375	24792632.63	1716508.5	19696471.94	3480317.563	13042163.88	3130871.406	19882830.56	2158157.719	17674784.56	6961918.5	16379823.19	6895394.344	14639184.66	5805333	3618578.156	13109134.44	2946907.688	13656885.56	6605001.031	16159616.06
Q8TD19	Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2	97.506	18	10289136.31	1169590.922	12727036.37	1463553.984	14760910.49	1716222.313	10022413.44	1123938.531	10456368.51	454816.2813	9207743.945	2525751.5	9437447.609	1605886.406	7242996.844	861800.2734	9205472.625	3530549.813	8430540.5	2978783.516	7911399.25	3836724.375	7024756.422	3362480.469	2310924.094	6258670.563	2115636.805	7996616.875	1306156.813	7914320.156
Q9Y6M5	Proton-coupled zinc antiporter SLC30A1 OS=Homo sapiens OX=9606 GN=SLC30A1 PE=1 SV=3	97.504	12	23146032.13	5855805	26016775.75	2991607.875	30753183.13	697997.375	19399287.38	1268208.219	23275113.19	7429649.906	24914628.75	490451.6719	18707488.38	6537106.875	22876930.94	2064424.5	17249789.88	4318394.203	19507511.38	6610046	19220148.56	3395237.906	18177306.63	5150513.781	5253600.188	11335214.81	5208653.813	14184416.25	4875693.188	12783500.13
Q5VT79	Annexin A8-like protein 1 OS=Homo sapiens OX=9606 GN=ANXA8L1 PE=2 SV=2	97.489	1	2428467.75		2703200.25		3859250.25		2938008		2481748.5		2277294.5		2480469.75		2663430.5		2127548		2317623.75		2001706.625		2015640.875		2024680.75		1959826.25			
P36915	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2	97.462	17	12633093.31	8141077.031	16429690.75	1039181.563	19066837.73	4080612.281	17239425.31	4769101.156	19043323.25	4129260.922	16861844.3	1178939.969	20559829.53	2015987.906	16315549.58	4689388.406	18843774.94	2494101.438	16340152.44	3678275.781	14755426.5	7102049.859	18997253.69	3517105.242	10187715.06	16346597.98	9465204.125	15698175.45	14197535.19	20154789.06
Q9BXY0	Protein MAK16 homolog OS=Homo sapiens OX=9606 GN=MAK16 PE=1 SV=2	97.394	10	39350591.63	427117.1563	35665543.72	340493.7813	43998476	729107.625	26729992.47		22372400.63	346673.875	14257552.25	455502.4063	23395185.06	2041119.438	30516112.41	730256.3125	22953840.44	1348635.656	33869195.13	3333127.188	23764219.69	2569256.875	18887420.56	2749672.938	19066956.69	16446598.63	10432286.22	8670506.625	14615903.84	7180999.125
Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens OX=9606 GN=JMJD6 PE=1 SV=1	97.353	12	37920679.25	10882675.52	31960374.19	7613230.406	36283297.19	9766567	42144368	8427477.656	30979457.91	7393509.031	32224698.75	12054621.58	32874615.63	14945534.34	32588106.63	8677843.094	24557111.78	8500866.969	37481028	15742005.06	26327592.19	13744427.69	21699679.31	10332898	8863387.625	26066331.25	16923309.31	25352832.31	12625950.25	25589341.25
P27361	Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4	97.343	6	9305726.688		8028191.563		8682850.5		11112129.25		5755320.25		4807430.938		10674072.13		7144951.625		8720372.25		7931766.438		5677505.125		6686684.625	310124.0313	3679485.438	2654819.75	3371466.063	2209849.375	1299070.875	2698465.813
Q9Y3B9	RRP15-like protein OS=Homo sapiens OX=9606 GN=RRP15 PE=1 SV=2	97.299	9	29701108.31	431727.0625	28814750.13	409517.4063	36427644.75	2000525.766	27376214	2405854.516	27223289.31	2572273.5	28235044.13	2828583.969	27381150.81	6079719.5	24853760.25	6477602.406	26258897.13	6022599.297	24316314.72	11116726.59	22099383.22	11593731.5	26553125.13	11456799.81	14838450.69	23704691.13	15453603.41	26611288.31	17446427.63	27077636.06
P05114	Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3	97.298	5	25568606.52	1140228.625	35301181.53	629992.6875	32761732.39	680946.875	24413788.67	1576735.531	31759089.88	1513583.469	24083447.75	1942252.203	26413174.94	2690025.859	22413060.06	3070552.906	29394051	3569906.438	23351366.56	4764267.688	24422921.03	5211720.953	28390744.92	5751802.063	17330574.22	10136555.56	20903657.13	13438664.56	26991238.81	16133941
P13928	Annexin A8 OS=Homo sapiens OX=9606 GN=ANXA8 PE=1 SV=3	97.28	1	483068.8125		769818.4375		1045522.938		619411.1875		640312.5		631914.25				721137.1875		688273.1875		358877.4063		611018.3125		798943.1875		448514.25		1028129.625			
Q13332	Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=3	97.273	10	6958514.75	522598.625	2723046.906	4420564.813	5034703.875	4467369.625	3520069.188	470048.1563	949510.9688	3391210.875	4230293.656	790263.3125	1163333.875	3221609.375	898281.5	758129.6875		3774005.563	2454428	762287.4375		589434.25	3174723.563	4429718.063		2090576.438	2117263.75	637150.625	1767322.625	3497302.563
O43583	Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=2	97.24	9	27892715.69	3883728.5	32248402.38	3502548.281	35724534.25	5030546.5	28788872.75	6412100.688	27633702.38	6082804.25	27028439.31	4444960.031	34939862.06	4488064.906	25007503.88	7491473.766	30183434.06	9923016.094	26488058.88	11056610.53	20120456.44	8856151.5	27601366.88	10661658.63	17173459.53	18295434	20248948.94	16336028.38	19862515.94	19935693.75
Q96GA3	Protein LTV1 homolog OS=Homo sapiens OX=9606 GN=LTV1 PE=1 SV=1	97.216	14	8872996.063	4974427.25	15083602.81	313144.8125	18742483.91	5141920.5	13291990.5	631711.3438	12190690.38	1272999.938	12120718.09	185864.6406	13225490.13	8039084.281	10479643	3341139.719	11871233.72	5886682	10395227.97	7033175.531	7040167.813	6958211.375	8615363.688	6193680.625	4393185.438	11244692.06	1700159	10392268.22	2144370.25	12168020.38
Q8NEY8	Periphilin-1 OS=Homo sapiens OX=9606 GN=PPHLN1 PE=1 SV=2	97.206	14	29169228.09	1857075.156	23523133.54	1026974.5	25942464.03	1647223.313	23522014.22	2826488.75	19113665.28	2896796.453	19987259.86	2065595.477	18003911.11	5524707.797	15543573.78	3744940.625	17942486.75	4800251.078	13392674.13	7667550.188	14589481.92	6979607.781	13905452.69	8855531.953	5480052.766	14311477.28	5576727.656	14516451	7802239.203	18064673.53
Q9NP79	Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1	97.05	8	28732929.44	348109.1563	30259486.31	546123.5	34202184.75	470403	23819298.19	1848123.875	22429320.38	3267418.688	22006525	1001897.531	27839118	6291015.281	22842245.56	2827006.531	22670771.81	2873272.281	24239374.16	9449019.031	19118218.63	4418581.906	23209515.69	7046321.844	15317537	16297860.44	15416594.31	20079170.56	18472829.41	18455173.63
O60826	Coiled-coil domain-containing protein 22 OS=Homo sapiens OX=9606 GN=CCDC22 PE=1 SV=1	97.033	11	14799088	17668419.88	15298295.06	22434689.69	16252303	21196825.63	10332997.31	18704799.84	13795309.25	16847195.13	13829222.81	18111372.44	12572366.75	20903292.13	10935461.75	21033782.05	11739871.81	18555677.41	9133898.938	16899863.81	6858420.375	15232138.69	7654857.25	17455061.59	4315549.156	6886932.938	2239616.219	15613049.06	5782422.281	19357488.75
Q8IY37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens OX=9606 GN=DHX37 PE=1 SV=1	96.93	20	8065166.469	4882463.844	7564184.375	4723941.594	9593579.75	6351203.625	10718904.78	4027057.219	10914573.52	6132449.266	9035819.445	4671904.375	11626424.86	5569440.375	7179800.078	5582450.938	9743962.453	5697689.422	6794326.164	6105698.531	4751887.906	4611683.422	6138607.219	6895379.063	2295060.469	8557789.188	3156666.438	8167172.75	3761041.813	8934722.75
P82909	Alpha-ketoglutarate dehydrogenase component 4 OS=Homo sapiens OX=9606 GN=MRPS36 PE=1 SV=2	96.904	5	21948715.19	621397.5625	23208296.25	1360217.25	27152174.63	2353788.516	18795611.25	2267966.188	21905386.06	1346531.563	15347994.44	1096763.375	20548057.69	2950116.063	17621402.13	4685493.969	16258896.19	3485219.938	16240710.28	5202971.5	12028859.38	5651562.688	15601916.69	5701507.375	6873015.688	16543386.19	9704305.938	17178988.44	9990335.813	15647584
Q9UK59	Lariat debranching enzyme OS=Homo sapiens OX=9606 GN=DBR1 PE=1 SV=2	96.837	10	26641242.19		26796182.38	220570.6719	35202745.06	302201.7813	22664720.28	1035971.922	21177002	592478.4531	21606320.41	881283.9531	23229881.72	1064178.203	20916188.78	1286220.375	20741626.25	1059209.313	19290645.38	2460456.656	16986466.03	2211181.438	18841724.19	3480805.188	13261733.34	8719990	10544202.41	8326894.75	13933228.84	9177511
Q86TX2	Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1	96.761	12	15718675.63	1637000.25	15598089.59	1312062.156	15613795.44	1670263.438	12774990.59	4091870.188	12715265.56	744502.1875	14484601.13	3660772.906	12520047.5	817824.25	12046113.13	1799642.063	11915447.19	795843.4375	12244541.63	1671584.188	11063174.66	1728921.188	10923180.91	3732697.688	6577689.375	9750886.938	4778363.969	9020409.688	6885580.875	8530838.625
P09104	Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	96.752	2																														
Q9BYN8	28S ribosomal protein S26, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS26 PE=1 SV=1	96.596	14	21887483.63	3393949.938	18536965.44	3005231.25	20804778.5	4283447.375	16003528.41	4628911.332	14558984.66	4433350.969	14431349.84	5587033.406	15042711.53	8073398.734	13305656.84	6117592.578	14807319.97	6485316.086	12064958.78	7716024.672	9668695.25	7484065.453	10813652.92	7919726.789	6278550.281	9669391.688	8529292.125	13350662.38	7115184.516	13917674.5
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=4	96.578	13	22881867.56	890683.7656	28369590.31	490593.9375	29464675.31	1952781.156	17673079.75	703177.3125	17007306.31	2676362.031	17754635.66	1849280.297	22177554.47	7374977.313	17944472.34	3501850.625	12748523.56	7211246.063	15143588.13	8582230.219	13420987.94	6136321.156	12866222.41	7988294.125	14613166.47	17162713.88	14560632.63	16294566.69	16755034.72	20110594.63
Q15404	Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3	96.568	15	33724085.28	1335932.938	41652946.72	1331660.734	39283451.91	1158134.828	36209532.86	1021900.609	33151939.9	3157775.992	29880252.98	1352649.188	37907187.38	3494942.766	30441212.25	2755100.813	37504259.73	3418118.078	31418197.03	5548140.43	26288191.61	4917692.324	35231789.23	6058409.016	12109191.01	13143722.24	16332834.81	13580808.22	16042198.82	14316083.43
P55957	BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1	96.375	7	33703989.19	5031050.313	37219354.03	3979417.25	44293754.06	181226.6406	32076424.44	4472974.063	33855521.78	18070520.94	36149039.09	9047639.125	40475829.41	6830966.719	33261612.25	3838409.813	30840621.53	19991528.22	27259932.97	10194009.63	28635292.53	5536625.469	27915452.41	29626016.13	17046585.78	19770840.81	17229815.63	18136632.88	17445973.19	30630807.03
Q6ZSZ5	Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=4	96.318	12	10112788.06	4976362.375	9727911.719	2900339	13415305.88	3691175.75	6498681.75	3596844.563	12801294.31	3354835.438	11182136.06	2472955.25	5198050.563	3229394.125	11062782.78	1823858.75	6263257.375	3590009.438	6719997.313	2436618.875	4984048.063	2752522.063	7088207.188	2980153.25	702784.4375	4990871.313		5848648.438	1755229.438	7114408.25
Q9GZS3	SKI8 subunit of superkiller complex protein OS=Homo sapiens OX=9606 GN=SKIC8 PE=1 SV=1	96.222	10	23515397.31	538817.4375	27367723.28	1561305.875	31366505.44	1830583.688	25524806.31		22249182.22	945542.0313	23837899.53	845775.4375	19963165.31	8194600	22742098.03	9319054.563	30136637.41	4982129.406	28122842.97	7666885.375	24364756.09	7906083.156	21421890.31	5371108.563	15348096.84	14005024.88	14932746.69	14576370.13	15385930.5	20305394.25
Q92544	Transmembrane 9 superfamily member 4 OS=Homo sapiens OX=9606 GN=TM9SF4 PE=1 SV=2	96.183	10	26240754.69	525180.625	24862330.69	6137339.625	19852025.09	1447374.438	20846784.94	1448020.531	15733878.38		22087183.16	1560629.781	16557181.88	1950924	16668133.75	674553.9688	13938889.91	1135752.078	14723520.75	3428881	9160268.375	2994232.766	12365677.16	2558413.594	10512597.97	9780417.125	6370678.313	10409140.81	7671571.563	11632141.19
P51153	Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1	96.155	9	18092553.02	2094794.75	20747476.81	404398.9063	20086411.53	836789	19410394.47	2634861.75	17649890.06	2160863.734	17730971.38	2600865.5	18124730.72	4744714.313	17007094.97	5486561.047	17594800.73	4609539.094	14961117.02	7519302.563	12628574.25	6623200.625	14443855.38	8306443.813	6359303.875	17293505.88	6937942.813	20822375.75	8963038.375	21207958.25
P31937	3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2	96.048	10	17141767.94	758088.9688	29138045.38	351722.7188	12852407.94	427165.625	11694892.25	476152.3125	9715378.063	773514.4063	18357625.94	9856519.125	16425537.38	1390057.281	13636500.5	1575988.563	8847950.5	965627.125	21034871.44	2299093.719	10078489.81	2208020.875	21976796	5084961.781	8491271.188	13191953.88	14575788.81	8253205.75	17833472.13	15431868.13
Q13330	Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2	95.996	9	9631424.188	1270931.875	9489161.781	620007.5625	11950384.56	886091.3125	9713972.875	712654.25	8469209.75	692148.9375	9230551.5	918439.4375	9158892.438		7256137.813		7288199.5	509343.5625	8436317.188		6040433.031		13842361.44	713639.6875	3350017.75		5224806.969		6563071	
P06396	Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1	95.948	19	32131909.72	2663850.156	24477380.22	1523838.547	29322353.63	3034827.125	19106191.81	1801303.602	21292632.22	1374374.625	23547403.19	3409080.063	20911491.53	3109825.375	24452495.94	2767486.531	23543919.44	1495236	23129357.03	4266009.656	19611362.66	2883232.906	25515926.56	4209653.563	10421613.86	6831534.469	13503983.08	7660065.844	10635554.8	8783470.781
Q9Y5S2	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2	95.903	17	182844304		211825426.4		224045065.6		230612826.4		209303197.7	3432021.5	183405419	179319.5	241543125.1	331968.9375	202971437.3	438122.0625	188448655.7	278711.4688	188590607.3	541880.3125	137486227	1151493.938	179119439.4	445587.3438	112554359.5	1306757.781	112789170	2983958.094	116451719.7	2895350.469
Q96JB5	CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens OX=9606 GN=CDK5RAP3 PE=1 SV=2	95.893	15	19055600.13	9227155.156	14482197.13	149570188.7	21947237.56	13132986.11	11244128.66	10564296.94	12683621.84	11474643.19	16278587.59	10388532.66	10324162.88	15156526.75	9968987.531	11148453.25	10268903.72	11792271.13	17592232	13082774.34	10440433.86	10765688.34	10831653.28	109487969	8104321.406	24727286.13	4130237.875	23187983.25	7085912.563	27514671.44
P49721	Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1	95.795	9	24954120.88	10696442	20879563.09	9657719.438	25146443.97	16960373.16	10659398.73	17148903.31	10917026.41	22890810.03	15959084.13	19113826.97	9491846.438	28200645.78	7127382.344	21856391.22	7375244.594	20111180.88	11073609.69	25606684.44	7447303.844	22032195.72	13615532.31	24509439.09	6020096.125	25841096.81	9581572.125	29872567.81	11729951.63	29319476.31
Q9H9Y2	Ribosome production factor 1 OS=Homo sapiens OX=9606 GN=RPF1 PE=1 SV=2	95.779	14	10427345.88	2493938.625	11557355.16	2455786.344	16121196.69	3813944.625	14166295.14	2568435.875	9002791.375	3099106.344	13035751.22	4141163.781	11908855.5	2263083.844	9873754.594	3990079.156	9201005.938	2136520.063	8971329.734	4186835	5934324.75	3180174.906	6291557.344	6674940.531	3884160.375	8123874.531	2805163.281	8220290.688	4029292.875	10921367.31
Q5JVF3	PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2	95.685	12	12956743.72	1037844.902	12287568.02	631443.6875	13098465.14	1712294.5	14010860.47	2273246.438	11537019.26	1103658.125	11020110.65	1452182.75	16776724.22	3395630.398	13519291.37	2916589.188	14427296.99	3177488.422	18334767.36	5942974.141	15156056.74	4090871.281	17700511.85	5567245.656	22521483.55	10312523.31	22213600.03	11821252.09	24331402.93	12704808.94
Q9BSJ2	Gamma-tubulin complex component 2 OS=Homo sapiens OX=9606 GN=TUBGCP2 PE=1 SV=2	95.643	15	10504385.5	2944998.75	12548805.13	2673187.688	15234807.09	3347891.906	13177229.72	4622163.297	12763907.03	4398657.219	9679880.406	3063718.281	12189298.47	6559932.906	10141535.63	4684243.813	10685751.22	5919827.5	8622898.125	6835067.219	8381497.656	5987139.313	9381707.906	8500057.188	3371815.844	13080794.69	2780098	11544466.38	5136626.875	12412632.25
Q5JSH3	WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1	95.541	21	18532303.06	2428880.5	17953235.03	1482527.125	21978882.31	3841113.625	15787323.16	1545033.125	17516212.38	3063081.375	14357964.63	1238188.844	15280124	5801825.625	10606274.41	1402271.344	10757242.69	1821703.281	16332955.25	3688111.656	9514035.938	2015535.25	13689670.63	5573075.844	8177720.75	8378138.938	8391951.438	8496594.063	9558411.281	11118857.44
P83436	Conserved oligomeric Golgi complex subunit 7 OS=Homo sapiens OX=9606 GN=COG7 PE=1 SV=1	95.535	13	8798287.031	1243602.813	7938317.688		10563238.31	401919.1563	5926019.188	1775660.813	8214655.531	918673.5469	6266667.313	723796.875	10934628.25	1876460.953	5460354.406	3558818.484	7782606.844	727380.7188	9000874.094	6649456.719	7667511.688	4666510.344	5799517.125	3483878.25	3375887.313	12256252.63	5374636.906	9362091.25	4849335.688	11253667.56
O94874	E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2	95.495	19	17167213.84	4392191.688	19500912.28	977353.1875	22787665.56	668548.0625	21253017.59	3229030.438	23587296.31	552044.5313	20741909.66	1590745.906	26756017.53	4433368.688	18524438.97	1972233.094	31351667.75	3440062.156	16719740.78	3606629.375	16310463	1685922.875	21384904.63	2102201.969	13142508.56	11459066.75	11338442.44	11014506.69	9554300.5	8973401.625
Q96L92	Sorting nexin-27 OS=Homo sapiens OX=9606 GN=SNX27 PE=1 SV=2	95.433	15	15073686.59	1715492.063	27509047.89	1157506.563	19025152.17	670014.8125	26271882.64	1130536.625	18008868.88	1836944.063	15665335.88	1045176.438	20305787	1078516.969	16671115.44	1244806.219	13638742.25	1034845.469	17942526.31	4232439.063	15530530.81	1566787.469	18023796.5	3345863.281	16613375.38	8657049.563	17386590.38	10131385.25	17863754.88	10637696.63
P10909	Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1	95.37	13	3796307.875	17261866.41	4818204.844	13133860.94	5934788.938	21257467.06	2313668.75	20663940.5	372020.3438	19446833.75	705276.5625	17668969.88	2624531.781	23460408.81		18586641.91		18326785.78	2359151.25	17978250	2996589.875	20526884.53	3846684.25	19971312.75	4815314.781	37713917.25	9777425.844	33184268.97	9645881.781	37152456.5
Q99584	Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1	95.295	10	47439241.13	147394.4531	43046625	674935.3438	47037678.75	360687.4375	33741718	1412242.031	42797956.88	1626185.875	32074765.81	1132462.5	35027851.69	3346366.125	30432627.44	2052791.125	32874176.91	3323175.313	34849811.56	4851866.25	32622795.94	5114142.125	32172913.66	5265032.25	30564778.78	10811123.25	33580161.19	13460045.25	32346986	13228191.5
Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1	95.203	11	13010390.94	621205.2188	18480383	307142.125	15680154.81		13609147.41	1852535.688	12701654.88	1099861	15806439.44	1477284.078	12784360.81	1471960.125	11211393.84	1530578.375	11877664.56	1883314.344	6586842.875	2279714.625	7731758.031	2077575.469	8176287.594	1167339.031	12711142.13	7334998.625	4019707.281	4234330.063	3218471.063	4164513.188
P47712	Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2	95.143	15	21523293.89	2143576.313	29086558.06	3058168	30928215.44	2013385.875	36038800.92	1219549.5	30225235.56	1309801.469	29615336.16	1097927.531	51927245.22	105673.4531	37857996.97	3267172.875	44784899.03	4578352.086	58490229.98	3008797.5	48523698.41	3702521.813	54641780.78	3268568.234	73358892.64	9394812.141	62113121.63	9651852.891	93437530.63	10401642.8
O95747	Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1	94.985	11	24723100	457059.25	24166769.25	300444.5625	26742603.5	402622.2813	26592761.88	2437042.078	25716625.88	1447664.5	25938966.63	5748020.531	24065608.88	6010169.5	24672847.75	3626306.469	24017310.81	3351111.531	24965310.88	5530191.563	20860500.38	5936585.625	29910565.75	7231631.875	14748806.38	16306062.13	17325954.25	19898570.5	20388664.38	19077494.88
Q96KA5	Lipid scramblase CLPTM1L OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1	94.979	10	69617258.25	963882.9375	81286668.88	816111.375	75680930.44	1330781.875	64295822.19	499451.4063	68379818.56	333962.9375	75715785.06	1232977.938	76135109.69	4875101.281	81434639.31	2193293.625	67049590.13	2267309.5	62409368.72	6452079	61502367.19	3562327.906	70161036.97	3662630.156	34704026.81	23558771.31	33207247.56	22163770.31	39920112.47	20760456
O43156	TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3	94.911	11	16634487.25	1224611.219	16551379.59	444979.3125	16551689.44	483020.0156	13586208.25	684171.6406	11377899.63	1391280.984	12586744.56	1189142.594	13646551.31	2688994.5	14028443.75	2568422.375	14600093.63	3119351.625	7884925.563	3993868.484	7037299.656	4635931.797	11013234.38	5364292.563	9023201.656	16188188.38	16241143.34	17658727.81	3851038.063	16622211.53
P02768	Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2	94.821	17	4362151874	4165538.031	2591493432	5854592.75	2996260287	6679051.313	2880755975	3756279.281	2246493521	3998665.281	3984129123	4409461.188	3455903932	5377015.938	3536649477	4039221	3306770192	4249311.281	2164483030	4756603.688	3243526497	5536143.281	3422237848	5866965.344	1637788166	6939231.188	2107484793	5795504.906	1971686095	5831229.281
O43617	Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1	94.796	9	30416028.56	985284.9688	35596413.19	1865603.703	49756406	1560771.781	32444325.38	2766277.781	38573807.88	2242180.719	28727055.38	2134264.844	31077278.19	7480719.688	26211758.22	7550060.75	29352587.44	5368828.813	24966292.63	10361718.63	18305901.88	9631806.688	22402073.03	10794312.63	10566817.69	22622374.38	10868668.47	23327055.19	12248624.23	27253746.19
