Accession	Description	Sum PEP Score	# Unique Peptides	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
P40123	Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1	67.432	10	12232917.19		15274965.44		11117682		12867270.44		9945195.594	392355.1563	15208753	375372.9375	7767133.875	405725.0313	8132749.5		8158820.125	460047.9063	9039892.031	1479924.438	6479287.859	577354.875	7652796		2101870.688	3249250.406	4025239.25	3378631.719	4541194.406	3871955.281
P01116	GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1	67.396	2	5267876.625		5240413.5		6784222.375	2636714	5592941.75		5520598.813	2610865.5	5442023.813		5038440.875	4337884.25	4708631.688	506562.2813	4100002.469	819015.3125	2512369.094		3294818.625	779970.625	2930014.938	3376405.188	1333214.75	1938730.875	1143156.875	2523119.5	1701943.125	1426260.5
Q9Y6M1	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2	67.365	8	5211672.125		7414942.438		6247071.813		7581079.625		7061176.313		5656838.875		5988997.688		4523461.938		6993459.875		4911975.438		4145843.656		5968361.094		3922735.188		2825259.938		2813829.938	
P18074	General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1	67.335	12	14082161.19		21742924.31		15278462.06		22034988.81	633672.375	19650920.5		16559824.94		18972696.38	314231.125	15353538.63		11201171.16	501561.125	12147540.13	2519748.719	15079953.16	242408.5313	17415314.16	446651.625	9746453.281	665748.0625	7174718.313	729283.9375	13970892.45	512797.9688
Q15004	PCNA-associated factor OS=Homo sapiens OX=9606 GN=PCLAF PE=1 SV=1	67.332	7	12958129.75	1158097.813	15683366.81	2393015.594	14243219.19	2141424.781	9475405.188	4168482.813	8794323.375	4258447.344	8326590.375	3958822.563	3542183.938	4916173.688	3111357.813	4419753.375	2883373.906	4663800.031	647740.6094	5691855.563	1760240.531	6169169.969	940457.7188	6061181.75		4323846.125		4266830.828	726188.5	4942747.875
Q9HD26	Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens OX=9606 GN=GOPC PE=1 SV=1	67.317	10	11792594.47	1936739.25	13587096.56	2154682	12236349.72	2937262.5	11383221.84	2911358.156	11669048.91	1901738.875	9645307.594	3174864.844	6221792.5	3524714.688	7809548.219	3899157.328	6218372.094	3581591.438	4502709.563	3824957.328	4828094.25	3380274.469	2317341.406	2376992.656	756693.2031	3129297.313	331528.9063	4685253.281	1579815.438	4164896.656
P29803	Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA2 PE=1 SV=1	67.309	1	2885023.25		2570102.75		2629927.25		8176993.25		3246892.75		6694392.25		7230040.5		9127061.75		2878820		8338737.25		8388092.75		9352045.5		5620267		4956392		5805527.625	
Q96CN7	Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3	67.222	12	31471150.38		36898321.94	1502822.25	32456548.13	707290.4375	29481424.94	1194496.453	30855017.19	1138780	29372619.47	1465544.75	25409141.06	4190463.594	28421050.16	4243047.969	20734273.63	3852485.844	20874702.06	5408331.594	18836185.81	4935435.031	25135586	4028926.688	12331812.44	6644749.563	12364918.66	6470251.531	14387124.72	8465381.531
Q96JP2	Unconventional myosin-XVB OS=Homo sapiens OX=9606 GN=MYO15B PE=1 SV=3	67.198	8	4583086.328		6331218.688		5754645.156		5796005.375		4732059.891		4095501.641		3914846.391	948120.5938	4186747.875	747655.0625	4484159.953		3223502.781	1475822.5	4430243.688	1260386.125	3751616.875	2160991.188	562464.4375	3682284.313	263277.4375	5553950.656	974968.3125	5352781.25
Q15813	Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1	67.129	14	11980306.06	639642.9375	11199715.72	222201.8438	11595065.25		14203473.38	504863.0938	10805448.06	530287.7813	11716607.88	311894.3438	9331264.844	378964.5938	10255516.72	1084279.063	6956591.719	1434895.063	6519177.625	1481754.906	7931745.781	1229965.188	8769110.719	1480120.25	3820888.438	2822002.438	1652033.688	3003067.281	3705354.188	2175904
O00767	Stearoyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2	67.118	4	10397009.89	569779.0625	10518817.81	855110.1719	9124292.969	1898753.844	6279574.5	3699506.273	5936085.531	2611447.922	4569780.688	2430324.609	1862415.516	6431183.953	3094244.938	3837946.703	1890350.75	3425301.297	166655.3125	6458442.188	1484692.719	11751504.66	609332.3672	5600451.406	137898.4844	12832416.41	181440.6406	11336680.28	65504.32422	12214808.3
P29084	Transcription initiation factor IIE subunit beta OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1	67.088	11	13854253.5	1157510.5	16848334.31		14631029	1121362.875	15755900.22		15835038.94		16164493.75	1038690.938	12283863.56	1722870.063	12521772.25	1715569.156	11036021.19	1965631.156	10524717.75	3116838.719	13087503.5	2565773.375	11390547.5	1407389.438	802796.4375	4242695.063	1476753.75	4373216.5	863468.75	5264762.5
P36915	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2	67.028	17	18812139.63	2423193.094	25309393.28	1886989.875	21787974.53	2091499.609	24637540.13	2236856.313	19613586.13	4465639.219	21481961.38	2819006.063	17468815.34	6007898.125	19295463.03	8749433.156	17622973.34	6276685.578	19441266.88	8986029.609	21617906.38	10096304.09	23810029.19	9819324.688	13004794.16	14433051.97	12055097.73	13105308.48	17757844	16278542.61
P49662	Caspase-4 OS=Homo sapiens OX=9606 GN=CASP4 PE=1 SV=1	67.006	11	7630161		7056915.813		7302394.313	327557.0938	9385786.063	906377.2344	6832542.625	881557.625	6225352.281	1353052.969	5903287.438	3500572.844	6968552.969	4035412.375	4950137.563	3369547.844	4686596.125	5626985.484	4221685.531	3735428.531	5715993.969	5187305.406	754370.1563	6853584.313	1347573.313	6213589.438	1382702.797	7897062.625
Q9UI12	V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1	66.99	10	16827527.75	2104448.906	16343195.38	548661.6875	20081829.31	1029218.094	18392564.19	839852.2813	15364919.63	1845471.25	15088089	2323778.25	15432409.81	3333600.375	11217072.13	3541218.969	11155870.13	3864818.5	10096362.88	7709441.563	12038997.69	4083151.219	9455034.5	5626242.75	6022007.031	10479739.06	1642573.125	11915848.44	3323997.063	10296559.5
Q12899	Tripartite motif-containing protein 26 OS=Homo sapiens OX=9606 GN=TRIM26 PE=1 SV=1	66.972	12	12034049.59	7977038.875	13358023.94	5160663.781	12406231.66	2434452.5	10158531.31	4970295.25	10675808.22	4737957.938	7575067.703	3878662.219	8230433.375	6841268.25	5875605.891	5233180.563	4621785.813	7484483.25	6094498.281	6478940.125	3203088.438	6090787.188	4194329.438	9008141.125	615252.625	8866660.063		8751275.906	3361481.844	13922038.19
Q9BRA2	Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1	66.957	6	89437540.25		117235987.5	567235.625	90024628.25		105585571	8112955	95469895.5	5728300.125	101869417.8	7479376.25	86995702.75	15726915.5	94311990.88	17737400.5	92729546.75	17631501.63	83924848.13	23216015	87520953.5	24950642.19	101452220.5	29150156.25	56757264.75	46607292.31	56192678	46170205.94	63435723.13	53107285.38
O15213	WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3	66.94	11	7727594.219		11820958.16	4752205.5	8042021.719		8526871.25		10649080.63		7645436.719	236727.6563	7666284.656	5164568.938	8308375.094	506562.3438	7433975.844		5336637.656	340514.0313	7902343.031	890632	9350482.375	928142.5	1680709.375	1024823.594	2967715.438	1354262.875	3133518.938	1448695.563
P49916	DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2	66.937	19	7875515.328	120026.1953	10333101.72		10340198.09		11345516.53		9566059.656		8300208.219		8944273		8268857.281		6992068.875		6822174.844		7685284.891	242804.3594	9595453.75		1460435.094	233131.7188	2883939.094	750784.25	1731938.813	
Q9HBH0	Rho-related GTP-binding protein RhoF OS=Homo sapiens OX=9606 GN=RHOF PE=1 SV=1	66.936	9	8842837.875	5727844.875	8794105.625	3369567.125	11284614.38	3013091.75	11033757.13	3220977.688	8441041.625	4994405.656	9826353.5	2183287.313	9726744.813	54103399.06	8842366.438	3112143.063	12122015.75	3528624.313	4114982.125	5644719.938	8399863.438	5337500.813	7915801.125	7525435.375	5477443.5	7735647	2516339.188	8074990.625	5838484.625	9103185.375
P13284	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3	66.883	4	29816275.25	1522493.875	36518114.75	2255250.313	31346809.94	1153269	37564126.44	3207395.625	31553181.34	2683957.484	28065919.25	1851601.5	30250120.66	2658202.656	27093171	2760448.438	30628758.91	2774702.938	23230263.56	3728892.453	24608513.55	3459016.781	22322721.69	4967664.734	13651268.19	6045528.984	17549101.94	6833736.359	15835933.78	7647398.445
Q9Y613	FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3	66.845	15	12555802.52	29295946	10617581.53		13240393.56	14488337	17613379.41		14511587.75	21854393.38	12380033.13		10854645.36	277604.9375	9361256.297	36023721.03	11457337.84	648545.375	10765212.66		12045312.27	40897313.91	15317297.69	404717.8125	4396964.063	825505	6862693.781	510034.0938	5422130.078	1093468.844
Q96HA1	Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens OX=9606 GN=POM121 PE=1 SV=2	66.796	1																														
P62256	Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens OX=9606 GN=UBE2H PE=1 SV=1	66.788	7	19361587.75		17557220.28	1304907.5	21887980.69		17350241.56	3060532.094	18734252.56	3253703.531	15822291.13	2317530.25	13411862.69	7219518.625	14390650.81	8163070.969	13411106.66	6150523	10950684.22	11969141.94	12095358.88	11239114.13	13246291.69	11699823.38	5281024.875	16108843.13	6458946.563	14854543.38	6698234.25	21382428.63
Q13630	GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1	66.675	9	17323948.13		20458986.38	3694960.75	17952077		19656358.5		18940857	294166	17367004.63		15712023.19	881109.3125	15575345.5	504333.5938	15362415.91	852038.1875	16129045.38	1158273.125	14849600.69	1087590.875	16328758.63	1188907.375	12958829.03	2366858.813	10122218.63	2786229.469	14504930.31	4593512.313
P30626	Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1	66.675	8	88993121.69	4313390.875	109061359.6	4789253	96700175.47	4632650.938	95888194.81	6262091.125	90666931.88	5831258.813	83674139.25	3935810.219	78549387.66	9241179	79323281.69	9016021.281	67462034.88	9055834.188	70338034.44	10333411.66	70485303.56	11742116.69	73871605.88	11754054.78	42103304.34	18345730.94	41042127.97	16666163.47	48640818.78	21965119.5
Q9NZZ3	Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1	66.663	7	32798055	626782.2344	30986293.63	1138147.188	29429564.38	235910.625	35473665.75	1836852	29574260.63	1476879.719	30397500.25	2627969.063	25283726	5503578.969	22829460.13	6665963.063	24100706.69	5758863.75	20899310.13	5135693.875	17797966.44	7395970	16940328.25	8201494.875	8831169.125	14482559.44	6327190.25	15444177.25	7838565.438	15837083.25
O95400	CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens OX=9606 GN=CD2BP2 PE=1 SV=1	66.654	7	28148989.56		32204470.19		23127500.44	3541973.563	26384593.31	377957.625	27076561.25	3298773.875	24852628.5	400602.7813	17618369.81	922041.8125	16897444.38	1034652.5	20916710.44	5687527	18945688.19	2651525.281	13969757.72	2589344.438	14360626.69	4492762.188	6199292	15770088.56	3700895.688	14481676.81	5772592.438	16567432.25
P17676	CCAAT/enhancer-binding protein beta OS=Homo sapiens OX=9606 GN=CEBPB PE=1 SV=2	66.606	7	14095423.88	681268.5	16362633.94	469730.9063	13508323.25	446197.2188	11829504.63	3258258.063	10798235.56	3603119.469	10702108.19	3124238.813	6216233.5	4912773.344	7002292.031	5359250.75	5588158.094	6118935.563	4047389.969	5849353.844	3200486.219	6028760.75	3424423	4659274.438	1308152.281	3515035.375	490115.4375	4104677.313		2866920
Q9Y6U3	Scinderin OS=Homo sapiens OX=9606 GN=SCIN PE=1 SV=4	66.568	13	5172277.719	3077645.75	7318283.25	2990843.5	3454825.125	3161368.125	7117874.781	3827197.5	5346087.156	2313214.75	2386581.25	8098007	4890244.906	2855907.063	3845592.656	2523407.75	4545202.75	2646813.25	4431404.938	2568366.5	5679258.375	4543282.375	4222572.156	2555686.75	2785225.594	5211156.188	4579152.719	5904462.625	4339100.375	4987616.25
Q9Y2Q9	28S ribosomal protein S28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1	66.529	10	36042764.63	355574.7188	47033659.09	464412.4063	39468025.88	321999	42887099.06	863896.5625	39197312.22	2690050.781	35262529.58	1747754.156	32591851.19	5467506.742	35580864.53	3957461.703	32415754.41	3944958.891	31238403	5861013.188	34454773	7676601.922	34267316.13	10027186.58	18714789.77	11444301.48	22181774.23	10835600.66	24534782.91	14750768.05
Q6ZS17	Rho family-interacting cell polarization regulator 1 OS=Homo sapiens OX=9606 GN=RIPOR1 PE=1 SV=1	66.468	16	10503542.16	371218.6719	12493914.02		10766232.16	1675024.875	16201604.72	98752.28906	7859310.141		8321461.344	174471.1484	6543957.922	467050.7031	6294491.133		4291765.875	345344.2266	4204432.359	826754.4219	3927786.375	700873.0625	6759819.824	637094.2578	3956049.406	1431662.531	2673173.516	1086025.656	4287100.719	1117689.703
P29083	General transcription factor IIE subunit 1 OS=Homo sapiens OX=9606 GN=GTF2E1 PE=1 SV=2	66.459	9	20596615.25	478747.125	22533522.22	685436.25	22340440.13	383678.7188	19587340.41	725467.3125	19042400.92	1011397.391	18002130.7	414470.125	15637025.84	1137003.359	15637069.36	1487490.875	14297274.92	1417278.063	11076247.28	2560873.359	9179871.063	1647548.047	9019534.063	1976416.313	6272080.984	2946948.016	5571022.813	3073822.25	3684659.281	4247997.758
P56545	C-terminal-binding protein 2 OS=Homo sapiens OX=9606 GN=CTBP2 PE=1 SV=1	66.457	7	15601218	3160390.969	16985092.13	3821068.625	15683510.88	2356522.125	20569056.75	4159075.906	19044188.25	3493272.953	19377085.94	4374565.906	17588564.88	4202597.344	14969749.25	4084812.125	16562886.63	4213669.969	13171920.63	3873781.563	16416464.31	4654750.438	20822827	7114677.625	15176016.06	8559028.563	15454554.13	8865189.875	15094363.88	9731054.5
Q92526	T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5	66.429	1																														
Q9NP81	Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1	66.4	12	15428396.59		12867519.59		12756018.22	616898.5	16184216.56		11525823.56	718707.5625	13410831.47	676351.0625	13109325.5	576745.6875	12255263.44	1234945.688	9889708.75		12149745.13	539576.6875	8559610	371776.125	9310365.406		5182755.344		6682503.875		5652461.406	531641.1875
Q9NU22	Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2	66.313	18	12578324.44		16019597.81	1146943	12103032.97	658418.375	13411824.69	956719.625	11335054.03		11817294.97		6947672.734	901196.5	7308419.188		9279196.125		8833224.656		7319252.563		9361075.875		2687358.875		1259080.375		3342158.563	
O00743	Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1	66.266	10	19854996	2405339.813	17004813.38	2460004.406	19962687	682450.1875	17489115.13	1500208.344	17842503.88	4102557.156	15024125.63	900148.6563	13197370.63	4911065.469	14294442.88	3249567.875	13872811	4415882.813	13672808.13	5564329.75	15377621.63	4897024	12698089.25	8143925.313	8627150.438	8957410.688	7697452.563	8535357.031	8547256.625	10282643.44
P01024	Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2	66.248	14	13991415.63	1208625.438	17851269.81	3647850.25	15534746.97	4232022.625	6064859.25	308630.5	5610120.609	2013833.031	4334161.281	5353176.125	6286452.75	1638657.688	6891744.25	1866932.063	8131070.5	2490468.75	7382866.125	1756715	9947017.25	3876458.141	7793033.219	2380655	4551436.563	3646274.875	8896754.656	3924495.938	12085794.22	2318952.375
P07919	Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2	66.164	7	88515110.63	3880262.882	107978214.2	4381869.5	87980004.19	4383792.688	82495645.76	12853897.38	77718202.14	12535490.41	76164068.79	12373172.11	67640088.25	19319073.38	74847211.93	24057265.6	59656012.03	20799024.81	56589045.06	26485834.42	60242027.88	26301072.57	57503543.94	28702386.69	38852262.5	43038087.63	37836321.81	43582164.32	35171771.61	43102197.44
Q9UMS0	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Homo sapiens OX=9606 GN=NFU1 PE=1 SV=2	66.131	7	15500643.75		17649891.44		15250299.88		12466490.81		13756695.75	1194088	11517709.09	800520	11253278.13	2737171.125	9859349	2770989.75	10861841.28		4562593.25	1224458.125	7813780.5	2745088.625	8836351.813	4567802.5	1978295.594	3483236.5	2017684.125	6131710.906	2352118.125	5971476.625
P19388	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4	66.096	9	24144712.56		28734097.3		25701423.69		27728089.19	2032916.578	24513970.38	1432536.719	22504377.81	1466334.813	19512925.38	2310826.156	19859961.59	3017388.563	18931606.61	2929516.563	16507928.63	3833102	16764800.66	2905236.813	18889862.19	4197635.969	8401388.969	5305141.625	8506356.344	6415705.281	9054083.813	6683033.781
Q15910	Histone-lysine N-methyltransferase EZH2 OS=Homo sapiens OX=9606 GN=EZH2 PE=1 SV=2	65.963	15	8898032.75	1598111.375	11324999.75	409410.125	13650492.91	822173.375	14134023.75	1875032.375	8458828.406	496733.875	8753811.953	739635.9375	10369248.81	641989.9375	8864643.125	1266766.875	8642317.906	1191178.813	7225689.406	785369.75	8306154.25	790742.75	7249755.516	2022694.375	2821632.25	1333896.5	3307042.625	2938533.031	3186847.438	685772.75
P13796	Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6	65.903	1		1535145.375		9456998.75		8957974.5		6857914		9073769.75		1235974.375		1407822.875				1379595.5		7628993.875		1180358.5				3868984.375		4815397.25		
Q9BV38	WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2	65.878	12	21732541.44	20485049.84	24552533.19	23165768.69	26955702.63	26126659.22	18129976.91	25632405.91	18319784.75	31579926.88	15320858.69	24919507.59	20177865.19	23176722.28	21096947	30991792.38	18956536.94	20257310.25	18052948.28	21834192.66	17163105.22	23457248.03	21808828.31	25336397.44	12264378.97	16877557.78	9897157.313	19068624.41	10568154.25	21098913.31
Q9HCU5	Prolactin regulatory element-binding protein OS=Homo sapiens OX=9606 GN=PREB PE=1 SV=2	65.845	8	9212405.313		11334893.38		8850859.078	4142199	8665183.102	3531571.75	11026451.37	3512363.25	7201014.891	3918550	8289431.656		8412067.656	652193.8125	7757336.242	520480.5625	7015384.438	3346285.625	6916100.117	791251.5625	6372625.922	3743306.969	3889858.672	4356122.211	2935037.914	1922314.211	6550511.973	5469442.531
Q9Y5K8	V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1	65.691	7	14075571.44	10096741.02	22822600.97		15449199.81	8497648.156	20691758.75	14765175.25	14435096.75	14991771.56	13458213.59	12114673.66	14185043.88	15915646.5	12627812.06	13929460	10611457.81	17002507	12484058.91	16893356.13	12269904.28	21538870.88	9765170.5	17737671.63	4257412.875	15339353.25	3712915.125	15969498.31	5891070.188	18635636.5
Q13309	S-phase kinase-associated protein 2 OS=Homo sapiens OX=9606 GN=SKP2 PE=1 SV=2	65.69	10	20837193.69	1197062.375	23772041.25	1095061.25	19415468.5	1205946.625	21941002.88	1298415.5	19077782.38	1153153.25	19010284	1069332.5	17253317.25	1065172.156	16882832.13	1486657.938	17806871.88	2068214.484	17331535.38	2515364.125	14403601.56	3778638.125	15044936.25	3465517.813	5189260.813	5163221.188	6848322.063	5558204.375	4210049	6082285.094
Q8IZ73	Pseudouridylate synthase RPUSD2 OS=Homo sapiens OX=9606 GN=RPUSD2 PE=1 SV=2	65.686	11	13411418.88	605085.875	18754512.06		8918942.594		11473145.22		9111865.281		13330115.66		9091144.5		13738980.78		9644178.313		7153962.844	384208.625	8167305.469		11736926.75		4706640.453	222332.7813	3737945.625		4607831.813	
Q8IV38	Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKMY2 PE=1 SV=1	65.679	11	11805629.75	1598706.25	14371622.81	1321995.094	12300219.69	4670894.344	15703446.31	3166883.25	13635474.25	3103098.5	11580123.5	2238648.563	10193235.66	2204258.875	9100495.563	1588402	8941352.438	2011124.438	8578929.281	3500265.25	8072624.938	4760429.938	8175062.75	3001058.875	2493929.594	2609338.156	2951379.813	3271456.719	2818848.344	3702625.688
Q7Z5K2	Wings apart-like protein homolog OS=Homo sapiens OX=9606 GN=WAPL PE=1 SV=1	65.571	12	6123547.063	717251.75	8104215.813	498768.875	6170629.141		8001428.25	478170.5938	6175021.188		4084238.219	898209.0625	3576869.656	1656888.32	6864540.938	382629.7813	4132094.219	628394.2656	3075551.125	667100.0625	4573926.922	1443934.344	2707413.125	1435426.766	1808280.156	1751814.875	695323.6797	1324763.5	549848.125	903034.0625
Q9NP79	Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1	65.565	7	22982693.81		27066686.81		23251349.44		27213459.5	568482.625	27547281.63	427509.4688	19304460.56	419653.4375	21860593.72	1169377.344	22898441	1352663.313	19712378.75	2024668.672	19605157.88	3097794.375	17904931.63	2216172.75	19958350.22	3341865.688	10475475.38	7621641.188	9022924.594	7176823.219	11295952.69	10180950.69
P35251	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4	65.544	15	5126070.656	2001640.531	10435068.5	787920.625	8345316.688	1483726.563	11783259.13	680498.4375	7734815.469	836090.1719	5446232	1443002.172	6307287.281	816892.125	7823366.438	228491.7969	5438188.938	1188283.406	7341161.5	1147635	8567122.156	1655150.141	7162786.625	2210256.219	3118337.953	2912116.969	1718217.375	3677868.906	2299498.797	3218636.031
P61244	Protein max OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1	65.487	9	17341011.78	10634620.59	22547527.81	11721438.78	17947109.25	10064688.56	18843746.81	11647023.95	18847051.88	6014628.656	16523437.81	6318202.781	13501272.91	11392031	15148701.78	10457575.5	14970211.16	9243891.25	11348273.91	7399447.625	11564754.72	8030333.156	11507884.09	6920660.711	4207150.719	8384093.703	5851526.922	9456664.531	6558790.594	8950156.625
Q5T0N5	Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3	65.453	14	8984396.875	2569442.938	10439884.19	2153177.094	10324400.25	1709187.484	9510403.781	2778962.109	8578783.625	1640541.055	7834364.719	1659204.328	6551549.984	763693.0156	7647433.406	1411934.594	7034229.625	1078937.391	7735875.25	1700562.313	4121187.25	1430326.203	7343339.688	1088087.953	3135506.219	1889679.328	4673670.906	3342380.75	1369622.844	3238814.813
Q14165	Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1	65.453	11	23090817.19		22845611		23598622.25	986420.5625	25530063.38		16545045.31		17718110.75		17232646.88		14055400.38	4386283.438	22823959.16	663290.5938	20577554.81	4974837.813	14811732.5	1002045.906	11885321.38	1114797.344	10375531.5	3538970.563	7060248.844	2697215.938	8899330.844	3900867.75
Q6UVJ0	Spindle assembly abnormal protein 6 homolog OS=Homo sapiens OX=9606 GN=SASS6 PE=1 SV=1	65.43	16	6917003.641	819056.6875	11113478.5	2117128.375	7778637.688	1718658.75	14902935.69	848862.0625	9167712.688	1511622.688	8168233.656	856457.4375	8113398.75	1122831.313	7770469.219	1901018.875	7966677.563	905972.75	7202077.406	1345876.719	8533800.258	1395096.219	8048131.844	2578009.281	5539528.906	4142908.625	6651584.203	4143250.813	6054982	3715105.781
Q8IZV5	Retinol dehydrogenase 10 OS=Homo sapiens OX=9606 GN=RDH10 PE=1 SV=1	65.338	8	8801656.188		9936259.125		6951536.875		9392912	1503376.156	5841073.938		5976452.5	815243.3125	5472003.75	1401321.313	5999140.5	849432.75	5631213.625	1706112.875	2334437.438	2421652.563	5532038.5	3104220.438	3315073.5	1577877.188	1208353.938	4040408.375	3166910	5039649	1848574.438	5686718.875
Q9HA77	Probable cysteine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=CARS2 PE=1 SV=1	65.319	10	19957261.94	1049256.875	24248297.31	1575462.625	21460243.31	1584820.25	23836870.5	2014411.5	20881649.63	955037.7813	20755669.22	1174251.531	19908632.38	1456901.281	19668546.69	293429.125	18321002.88	1323142.469	16518972.81	449416.3438	16765850.06	604797.7344	17236728.13	2051903.867	9591084.563	4651955.281	9567074.531	3423885.969	10266193.13	4730942.719
Q8NFV4	Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1	65.256	11	16051280.94	1602105.188	15586764.88	1064066.75	18975282.63	902088.875	18832374.88	1548248.625	20303494.44	1422442.25	18920798.19	1329405.906	15588277.75	1727057.813	14704879.69	3377155.469	15298884.81	3339213.094	7961801.625	2309141.375	14338350.13	2667161.688	15873257.44	3121841.938	10904989.88	10626905.44	10464214.25	5042525.031	12031675.88	4057483.125
Q8N806	Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens OX=9606 GN=UBR7 PE=1 SV=2	65.218	12	15596720.72		19089974.75		15594277.19		13454937.34	321280.9063	7336821.625		10685992.56		9811798.031	812550.3125	10547485.25	809465.25	10135593.91	1469188.563	6466985.938	3140489.328	10432440.56	1356117.969	8852321.563	2106558.047	6145595.328	3111075.609	5800335.063	3053537.094	6350645.781	3521048.25
Q00535	Cyclin-dependent kinase 5 OS=Homo sapiens OX=9606 GN=CDK5 PE=1 SV=3	65.14	11	15582252.72	1098929.125	14863969.88	791396.1563	14798933.66	688011.5469	19749036.5	1178409.063	16195618.72	547825.625	16631988.91	1272815.219	16094327.06	924821.0938	16863294.56	887764.8125	16100111.84	595234.25	15009653.94	2406840.016	15770385.09	1511483.75	17774661.13	1634831.469	7082577.375	5902817.75	7478112.781	6482064.406	9621215.563	6409168.094
Q8IWB1	Inositol 1,4,5-trisphosphate receptor-interacting protein OS=Homo sapiens OX=9606 GN=ITPRIP PE=1 SV=1	65.117	10	13944259.94	3801390.688	12126991.25	5759273.5	12037112.88	3964921.5	11705181.25	7065208.125	6409514.063	6455284.984	9243817.875	5964156.703	8182607.75	7647519.031	8414383.344	6982945.219	8205234.938	7077049.844	3250578.469	7441273.188	6334043.313	8124128.656	8570648.844	6633213.688	3945283.281	9252199.344	1364125.531	8818085.688	3357638.125	8107929.75
